country_code,Country,Country_gr,Year,Population,female_population,Deaths,Female deaths,Intentional female homicides,intentional_family,intentional_partner,Int_homicide_by_family_and_partner,femicides,homicide_total,vic_intimate_violence,reported_offences_int_violence,men_perpetrators_int_violence,physical_violence,psychological_violence,sexual_violence,economic_violence,rape_victims,protection_orders,men_prosecuted_for_int_violence,men_sentenced,men_held_in_prison,female_rape_victims,female_sex_assault_victims,rape_convicted,rape_prosecuted,rape_suspected,sex_assault_convicted,sex_assault_prosecuted,sex_assault_suspected,Intentional female homicides_pct_change,intentional_family_pct_change,intentional_partner_pct_change,Int_homicide_by_family_and_partner_pct_change,femicides_pct_change,homicide_total_pct_change,vic_intimate_violence_pct_change,reported_offences_int_violence_pct_change,men_perpetrators_int_violence_pct_change,physical_violence_pct_change,psychological_violence_pct_change,sexual_violence_pct_change,economic_violence_pct_change,rape_victims_pct_change,protection_orders_pct_change,men_prosecuted_for_int_violence_pct_change,men_sentenced_pct_change,men_held_in_prison_pct_change,rape_convicted_pct_change,rape_prosecuted_pct_change,rape_suspected_pct_change,sex_assault_convicted_pct_change,sex_assault_prosecuted_pct_change,sex_assault_suspected_pct_change,female_rape_victims_pct_change,female_sex_assault_victims_pct_change,male_population,Intentional female homicides_per_100000,intentional_family_per_100000,intentional_partner_per_100000,Int_homicide_by_family_and_partner_per_100000,femicides_per_100000,homicide_total_per_100000,vic_intimate_violence_per_100000,reported_offences_int_violence_per_100000,physical_violence_per_100000,psychological_violence_per_100000,sexual_violence_per_100000,economic_violence_per_100000,rape_victims_per_100000,female_rape_victims_per_100000,female_sex_assault_victims_per_100000,men_perpetrators_int_violence_per_100000,protection_orders_per_100000,men_prosecuted_for_int_violence_per_100000,men_sentenced_per_100000,men_held_in_prison_per_100000,rape_convicted_per_100000,rape_prosecuted_per_100000,rape_suspected_per_100000,sex_assault_convicted_per_100000,sex_assault_prosecuted_per_100000,sex_assault_suspected_per_100000,pct_of_jailed_from_prosecuted,pct_of_sentenced_from_prosecuted,comparable_femicides_countries,comparable_countries_reported_offences
PT,Portugal,Πορτογαλία,2016,10341330.0,5439821.0,110970.0,55105.0,,,,,,,,27011.0,,,,,,165.0,,730.0,1849.0,,165.0,1314.0,106.0,149.0,145.0,396.0,527.0,986.0,,,,,,,,0.7,,,,,,-4.6,,-2.7,-3.0,,20.5,4.2,2.1,-6.8,-2.8,5.1,-4.6,3.1,4901509.0,,,,,,,,496.5,,,,,3.0,3.0,24.2,,,14.9,37.7,,2.2,3.0,3.0,8.1,10.8,20.1,,253.3,False,False
PT,Portugal,Πορτογαλία,2017,10309573.0,5427117.0,110191.0,54789.0,,,,,,,,26746.0,,,,,,183.0,,703.0,1967.0,,183.0,1363.0,76.0,153.0,154.0,401.0,541.0,929.0,,,,,,,,-1.0,,,,,,10.9,,-3.7,6.4,,-28.3,2.7,6.2,1.3,2.7,-5.8,10.9,3.7,4882456.0,,,,,,,,492.8,,,,,3.4,3.4,25.1,,,14.4,40.3,,1.6,3.1,3.2,8.2,11.1,19.0,,279.8,False,False
PT,Portugal,Πορτογαλία,2018,10291027.0,5423335.0,113573.0,56475.0,,,,,,,,26432.0,,,,,,,,803.0,2223.0,,215.0,1391.0,75.0,132.0,159.0,370.0,519.0,959.0,,,,,,,,-1.2,,,,,,,,14.2,13.0,,-1.3,-13.7,3.2,-7.7,-4.1,3.2,17.5,2.1,4867692.0,,,,,,,,487.4,,,,,,4.0,25.6,,,16.5,45.7,,1.5,2.7,3.3,7.6,10.7,19.7,,276.8,False,False
PT,Portugal,Πορτογαλία,2019,10276617.0,5424251.0,112334.0,56120.0,,,,,,,,,,,,,,,,,,,188.0,1502.0,88.0,148.0,151.0,388.0,526.0,988.0,,,,,,,,,,,,,,,,,,,17.3,12.1,-5.0,4.9,1.3,3.0,-12.6,8.0,4852366.0,,,,,,,,,,,,,,3.5,27.7,,,,,,1.8,3.1,3.1,8.0,10.8,20.4,,,False,False
PT,Portugal,Πορτογαλία,2020,10295909.0,5435932.0,,62001.0,,,,,,,,,,,,,,,,,,,159.0,1397.0,90.0,128.0,116.0,357.0,458.0,901.0,,,,,,,,,,,,,,,,,,,2.3,-13.5,-23.2,-8.0,-12.9,-8.8,-15.4,-7.0,4859977.0,,,,,,,,,,,,,,2.9,25.7,,,,,,1.9,2.6,2.4,7.3,9.4,18.5,,,False,False
PT,Portugal,Πορτογαλία,2021,10298252.0,5439503.0,,62108.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4858749.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
PT,Portugal,Πορτογαλία,2022,10352042.0,,,62574.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
RO,Romania,Ρουμανία,2011,20199059.0,,251471.0,119262.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,481.0,479.0,0.0,187.0,213.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
RO,Romania,Ρουμανία,2012,20095996.0,10318889.0,253716.0,121308.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,417.0,436.0,0.0,220.0,246.0,0.0,,,,,,,,,,,,,,,,,,,-13.3,-9.0,,17.6,15.5,,,,9777107.0,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,4.3,4.5,0.0,2.3,2.5,0.0,,,False,False
RO,Romania,Ρουμανία,2013,20020074.0,10258594.0,246681.0,117935.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,356.0,463.0,0.0,236.0,291.0,0.0,,,,,,,,,,,,,,,,,,,-14.6,6.2,,7.3,18.3,,,,9761480.0,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,3.6,4.7,0.0,2.4,3.0,0.0,,,False,False
RO,Romania,Ρουμανία,2014,19947311.0,10201259.0,251701.0,120448.0,,0.0,0.0,0.0,,,,,,,,,,,3572.0,,,,0.0,0.0,417.0,643.0,0.0,4.0,20.0,0.0,,,,,,,,,,,,,,,,,,,17.1,38.9,,-98.3,-93.1,,,,9746052.0,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,36.7,,,,4.3,6.6,0.0,0.0,0.2,0.0,,,False,False
RO,Romania,Ρουμανία,2015,19870647.0,10163573.0,258981.0,124456.0,,0.0,0.0,0.0,,,16632.0,,,,,,,,4393.0,,,,0.0,0.0,399.0,0.0,0.0,18.0,0.0,0.0,,,,,,,,,,,,,,,23.0,,,,-4.3,-100.0,,350.0,-100.0,,,,9707074.0,,0.0,0.0,0.0,,,163.6,,,,,,,0.0,0.0,,45.3,,,,4.1,0.0,0.0,0.2,0.0,0.0,,,False,False
RO,Romania,Ρουμανία,2016,19760585.0,10110852.0,255387.0,121895.0,,0.0,0.0,0.0,,,19164.0,,,,,,,,5739.0,,,,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,,,,,,,15.2,,,,,,,,30.6,,,,-100.0,,,16.7,,,,,9649733.0,,0.0,0.0,0.0,,,189.5,,,,,,,0.0,0.0,,59.5,,,,0.0,0.0,0.0,0.2,0.0,0.0,,,False,False
RO,Romania,Ρουμανία,2017,19643949.0,10041869.0,259157.0,124252.0,89.0,0.0,52.0,52.0,,,20282.0,,,,,,,,6629.0,,,,654.0,53.0,286.0,0.0,0.0,33.0,0.0,0.0,,,inf,inf,,,5.8,,,,,,,,15.5,,,,inf,,,57.1,,,inf,inf,9602080.0,0.9,0.0,0.5,0.5,,,202.0,,,,,,,6.5,0.5,,69.0,,,,3.0,0.0,0.0,0.3,0.0,0.0,,,False,False
RO,Romania,Ρουμανία,2018,19533481.0,9978614.0,261512.0,124638.0,82.0,0.0,0.0,0.0,,,22529.0,,,,,,,,8203.0,,,,557.0,48.0,420.0,0.0,0.0,29.0,0.0,0.0,-7.9,,-100.0,-100.0,,,11.1,,,,,,,,23.7,,,,46.9,,,-12.1,,,-14.8,-9.4,9554867.0,0.8,0.0,0.0,0.0,,,225.8,,,,,,,5.6,0.5,,85.9,,,,4.4,0.0,0.0,0.3,0.0,0.0,,,False,False
RO,Romania,Ρουμανία,2019,19414458.0,9914008.0,257035.0,122451.0,71.0,0.0,0.0,0.0,,,,,,,,,,,,,,,555.0,120.0,377.0,0.0,0.0,71.0,0.0,0.0,-13.4,,,,,,,,,,,,,,,,,,-10.2,,,144.8,,,-0.4,150.0,9500450.0,0.7,0.0,0.0,0.0,,,,,,,,,,5.6,1.2,,,,,,4.0,0.0,0.0,0.7,0.0,0.0,,,False,False
RO,Romania,Ρουμανία,2020,19328838.0,9868177.0,,,96.0,0.0,0.0,0.0,,,,,,,,,,,,,,,680.0,130.0,365.0,0.0,0.0,78.0,0.0,0.0,35.2,,,,,,,,,,,,,,,,,,-3.2,,,9.9,,,22.5,8.3,9460661.0,1.0,0.0,0.0,0.0,,,,,,,,,,6.9,1.3,,,,,,3.9,0.0,0.0,0.8,0.0,0.0,,,False,False
RO,Romania,Ρουμανία,2021,19201662.0,9814072.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9387590.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
RO,Romania,Ρουμανία,2022,19038098.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
RS,Serbia,Σερβία,2011,7251549.0,,102769.0,50750.0,39.0,,,,,,,,,,,,,,,,,,114.0,264.0,109.0,0.0,83.0,67.0,0.0,290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
RS,Serbia,Σερβία,2012,7216649.0,3702229.0,102184.0,50402.0,38.0,,,,,,,,,,,,,,,,,,103.0,272.0,122.0,157.0,91.0,70.0,0.0,251.0,-2.6,,,,,,,,,,,,,,,,,,11.9,inf,9.6,4.5,,-13.4,-9.6,3.0,3514420.0,1.0,,,,,,,,,,,,,2.8,7.3,,,,,,3.5,4.5,2.6,2.0,0.0,7.1,,,False,False
RS,Serbia,Σερβία,2013,7181505.0,3684497.0,100059.0,49300.0,47.0,,,,,,,,,,,,,,,,,,72.0,118.0,139.0,196.0,89.0,83.0,135.0,287.0,23.7,,,,,,,,,,,,,,,,,,13.9,24.8,-2.2,18.6,inf,14.3,-30.1,-56.6,3497008.0,1.3,,,,,,,,,,,,,2.0,3.2,,,,,,4.0,5.6,2.5,2.4,3.9,8.2,,,False,False
RS,Serbia,Σερβία,2014,7146759.0,3666896.0,100983.0,50145.0,38.0,,,,,,,,,3696.0,2574.0,74.0,,85.0,,1696.0,,,56.0,159.0,146.0,221.0,59.0,93.0,198.0,270.0,-19.1,,,,,,,,,,,,,,,,,,5.0,12.8,-33.7,12.0,46.7,-5.9,-22.2,34.7,3479863.0,1.0,,,,,,,,100.8,70.2,2.0,,2.3,1.5,4.3,,,48.7,,,4.2,6.4,1.7,2.7,5.7,7.8,,,False,False
RS,Serbia,Σερβία,2015,7114393.0,3649994.0,103426.0,51432.0,31.0,,,,,,,,,5674.0,3320.0,96.0,,86.0,,2493.0,,,54.0,129.0,77.0,189.0,62.0,65.0,191.0,258.0,-18.4,,,,,,,,,53.5,29.0,29.7,,1.2,,47.0,,,-47.3,-14.5,5.1,-30.1,-3.5,-4.4,-3.6,-18.9,3464399.0,0.8,,,,,,,,155.5,91.0,2.6,,2.4,1.5,3.5,,,72.0,,,2.2,5.5,1.8,1.9,5.5,7.4,,,False,False
RS,Serbia,Σερβία,2016,7076372.0,3630114.0,100519.0,50002.0,41.0,,,,,,,,,6775.0,4721.0,136.0,,69.0,,3222.0,,,49.0,162.0,91.0,192.0,52.0,79.0,214.0,285.0,32.3,,,,,,,,,19.4,42.2,41.7,,-19.8,,29.2,,,18.2,1.6,-16.1,21.5,12.0,10.5,-9.3,25.6,3446258.0,1.1,,,,,,,,186.6,130.1,3.7,,1.9,1.3,4.5,,,93.5,,,2.6,5.6,1.5,2.3,6.2,8.3,,,False,False
RS,Serbia,Σερβία,2017,7040272.0,3611245.0,103349.0,51813.0,29.0,,,,23.0,,,,,9173.0,7554.0,139.0,579.0,81.0,,4108.0,,,108.0,197.0,69.0,192.0,126.0,105.0,283.0,181.0,-29.3,,,,,,,,,35.4,60.0,2.2,,17.4,,27.5,,,-24.2,0.0,142.3,32.9,32.2,-36.5,120.4,21.6,3429027.0,0.8,,,,0.6,,,,254.0,209.2,3.8,16.0,2.2,3.0,5.5,,,119.8,,,2.0,5.6,3.7,3.1,8.3,5.3,,,False,False
RS,Serbia,Σερβία,2018,7001444.0,3590852.0,101315.0,50533.0,28.0,,,,20.0,,,,,10111.0,9515.0,124.0,474.0,60.0,,3762.0,,,116.0,332.0,66.0,183.0,127.0,118.0,368.0,287.0,-3.4,,,,-13.0,,,,,10.2,26.0,-10.8,-18.1,-25.9,,-8.4,,,-4.3,-4.7,0.8,12.4,30.0,58.6,7.4,68.5,3410592.0,0.8,,,,0.6,,,,281.6,265.0,3.5,13.2,1.7,3.2,9.2,,,110.3,,,1.9,5.4,3.7,3.5,10.8,8.4,,,False,False
RS,Serbia,Σερβία,2019,6963764.0,3570953.0,101097.0,50019.0,29.0,,,,19.0,,15932.0,,14761.0,10009.0,9653.0,211.0,390.0,41.0,,3629.0,,,124.0,425.0,56.0,170.0,134.0,185.0,391.0,323.0,3.6,,,,-5.0,,,,,-1.0,1.5,70.2,-17.7,-31.7,,-3.5,,,-15.2,-7.1,5.5,56.8,6.2,12.5,6.9,28.0,3392811.0,0.8,,,,0.5,,446.2,,280.3,270.3,5.9,10.9,1.1,3.5,11.9,435.1,,107.0,,,1.7,5.0,3.9,5.5,11.5,9.5,,,False,False
RS,Serbia,Σερβία,2020,6926705.0,3552066.0,116454.0,56252.0,23.0,,,,19.0,,15606.0,,14439.0,9725.0,9983.0,100.0,415.0,38.0,,3115.0,,,90.0,377.0,60.0,146.0,96.0,127.0,369.0,286.0,-20.7,,,,0.0,,-2.0,,-2.2,-2.8,3.4,-52.6,6.4,-7.3,,-14.2,,,7.1,-14.1,-28.4,-31.4,-5.6,-11.5,-27.4,-11.3,3374639.0,0.6,,,,0.5,,439.3,,273.8,281.0,2.8,11.7,1.1,2.5,10.6,427.9,,92.3,,,1.8,4.3,2.8,3.8,10.9,8.5,,,False,False
RS,Serbia,Σερβία,2021,6871547.0,3525575.0,136622.0,66714.0,,,,,13.0,,15934.0,,14674.0,9489.0,10588.0,176.0,411.0,69.0,,2761.0,,,69.0,,,,,,,,,,,,-31.6,,2.1,,1.6,-2.4,6.1,76.0,-1.0,81.6,,-11.4,,,,,,,,,-23.3,,3345972.0,,,,,0.4,,452.0,,269.1,300.3,5.0,11.7,2.0,2.0,,438.6,,82.5,,,,,,,,,,,False,False
RS,Serbia,Σερβία,2022,6797105.0,,68194.0,33676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
SK,Slovakia,Σλοβακία,2011,5392446.0,,51531.0,24975.0,31.0,0.0,9.0,9.0,,,,,,,,,,,,,,,0.0,0.0,31.0,123.0,0.0,22.0,401.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
SK,Slovakia,Σλοβακία,2012,5404322.0,2772570.0,52155.0,25491.0,17.0,2.0,3.0,5.0,,,,,,,,,,,,,,,0.0,0.0,45.0,102.0,0.0,23.0,473.0,0.0,-45.2,inf,-66.7,-44.4,,,,,,,,,,,,,,,45.2,-17.1,,4.5,18.0,,,,2631752.0,0.6,0.1,0.1,0.2,,,,,,,,,,0.0,0.0,,,,,,1.7,3.9,0.0,0.9,18.0,0.0,,,True,False
SK,Slovakia,Σλοβακία,2013,5410836.0,2774857.0,51777.0,25126.0,23.0,0.0,0.0,0.0,,,,,,,,,,,,,,,90.0,45.0,34.0,81.0,46.0,26.0,405.0,44.0,35.3,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,-24.4,-20.6,inf,13.0,-14.4,inf,inf,inf,2635979.0,0.8,0.0,0.0,0.0,,,,,,,,,,3.2,1.6,,,,,,1.3,3.1,1.7,1.0,15.4,1.7,,,True,False
SK,Slovakia,Σλοβακία,2014,5415949.0,2776889.0,50960.0,24716.0,19.0,1.0,0.0,1.0,8.0,25.0,,501.0,,,389.0,13.0,32.0,53.0,,,164.0,57.0,87.0,36.0,31.0,76.0,63.0,19.0,446.0,37.0,-17.4,inf,,inf,,,,,,,,,,,,,,,-8.8,-6.2,37.0,-26.9,10.1,-15.9,-3.3,-20.0,2639060.0,0.7,0.0,0.0,0.0,0.3,0.9,,18.0,,14.0,0.5,1.2,1.9,3.1,1.3,,,,6.2,2.2,1.2,2.9,2.4,0.7,16.9,1.4,,,True,False
SK,Slovakia,Σλοβακία,2015,5421349.0,2779021.0,53408.0,26243.0,14.0,1.0,1.0,2.0,5.0,22.0,,568.0,,,408.0,5.0,67.0,56.0,,,133.0,57.0,87.0,53.0,32.0,81.0,53.0,18.0,379.0,55.0,-26.3,0.0,inf,100.0,-37.5,-12.0,,13.4,,,4.9,-61.5,109.4,5.7,,,-18.9,0.0,3.2,6.6,-15.9,-5.3,-15.0,48.6,0.0,47.2,2642328.0,0.5,0.0,0.0,0.1,0.2,0.8,,20.4,,14.7,0.2,2.4,2.0,3.1,1.9,,,,5.0,2.2,1.2,3.1,2.0,0.7,14.3,2.1,,,True,False
SK,Slovakia,Σλοβακία,2016,5426252.0,2780170.0,51906.0,25446.0,20.0,0.0,5.0,5.0,6.0,25.0,,812.0,,,637.0,9.0,52.0,55.0,,,183.0,76.0,82.0,44.0,35.0,70.0,50.0,16.0,412.0,34.0,42.9,-100.0,400.0,150.0,20.0,13.6,,43.0,,,56.1,80.0,-22.4,-1.8,,,37.6,33.3,9.4,-13.6,-5.7,-11.1,8.7,-38.2,-5.7,-17.0,2646082.0,0.7,0.0,0.2,0.2,0.2,0.9,,29.2,,22.9,0.3,1.9,2.0,2.9,1.6,,,,6.9,2.9,1.3,2.6,1.9,0.6,15.6,1.3,,,True,False
SK,Slovakia,Σλοβακία,2017,5435343.0,2783659.0,53491.0,26278.0,19.0,5.0,4.0,9.0,11.0,26.0,,787.0,,,651.0,21.0,51.0,55.0,,,189.0,91.0,96.0,66.0,25.0,59.0,55.0,18.0,54.0,61.0,-5.0,inf,-20.0,80.0,83.3,4.0,,-3.1,,,2.2,133.3,-1.9,0.0,,,3.3,19.7,-28.6,-15.7,10.0,12.5,-86.9,79.4,17.1,50.0,2651684.0,0.7,0.2,0.1,0.3,0.4,0.9,,28.3,,23.4,0.8,1.8,2.0,3.4,2.4,,,,7.1,3.4,0.9,2.2,2.1,0.7,2.0,2.3,,,True,False
SK,Slovakia,Σλοβακία,2018,5443120.0,2786606.0,53801.0,26371.0,26.0,0.0,2.0,2.0,5.0,32.0,,844.0,,,712.0,18.0,16.0,102.0,,893.0,806.0,467.0,99.0,55.0,44.0,81.0,60.0,36.0,87.0,52.0,36.8,-100.0,-50.0,-77.8,-54.5,23.1,,7.2,,,9.4,-14.3,-68.6,85.5,,,326.5,413.2,76.0,37.3,9.1,100.0,61.1,-14.8,3.1,-16.7,2656514.0,0.9,0.0,0.1,0.1,0.2,1.1,,30.3,,25.6,0.6,0.6,3.7,3.6,2.0,,,33.6,30.3,17.6,1.7,3.0,2.3,1.4,3.3,2.0,52.3,90.3,True,False
SK,Slovakia,Σλοβακία,2019,5450421.0,2789344.0,52703.0,25658.0,15.0,2.0,5.0,7.0,,,,,,,,,,,,,,,95.0,51.0,40.0,76.0,61.0,58.0,60.0,51.0,-42.3,inf,150.0,250.0,,,,,,,,,,,,,,,-9.1,-6.2,1.7,61.1,-31.0,-1.9,-4.0,-7.3,2661077.0,0.5,0.1,0.2,0.3,,,,,,,,,,3.4,1.8,,,,,,1.5,2.9,2.3,2.2,2.3,1.9,,,True,False
SK,Slovakia,Σλοβακία,2020,5457873.0,2792523.0,58638.0,28478.0,28.0,0.0,0.0,0.0,,,,,,,,,,,,,,,93.0,44.0,41.0,71.0,53.0,39.0,50.0,41.0,86.7,-100.0,-100.0,-100.0,,,,,,,,,,,,,,,2.5,-6.6,-13.1,-32.8,-16.7,-19.6,-2.1,-13.7,2665350.0,1.0,0.0,0.0,0.0,,,,,,,,,,3.3,1.6,,,,,,1.5,2.7,2.0,1.5,1.9,1.5,,,True,False
SK,Slovakia,Σλοβακία,2021,5459781.0,2793295.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2666486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
SK,Slovakia,Σλοβακία,2022,5434712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False
SI,Slovenia,Σλοβενία,2011,2050189.0,,18709.0,9476.0,7.0,0.0,4.0,4.0,,,,,,,,,,,,,,,39.0,35.0,15.0,0.0,38.0,72.0,103.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True
SI,Slovenia,Σλοβενία,2012,2055496.0,1038765.0,19196.0,9831.0,6.0,3.0,2.0,5.0,,,,,,,,,,,,,,,44.0,39.0,23.0,0.0,46.0,69.0,101.0,40.0,-14.3,inf,-50.0,25.0,,,,,,,,,,,,,,,53.3,,21.1,-4.2,-1.9,48.1,12.8,11.4,1016731.0,0.6,0.3,0.2,0.5,,,,,,,,,,4.2,3.8,,,,,,2.3,0.0,4.5,6.8,9.9,3.9,,,True,True
SI,Slovenia,Σλοβενία,2013,2058821.0,1039760.0,19260.0,9760.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,49.0,43.0,24.0,18.0,38.0,21.0,107.0,41.0,-50.0,-66.7,-50.0,-60.0,,,,,,,,,,,,,,,4.3,inf,-17.4,-69.6,5.9,2.5,11.4,10.3,1019061.0,0.3,0.1,0.1,0.2,,,,,,,,,,4.7,4.1,,,,,,2.4,1.8,3.7,2.1,10.5,4.0,,,True,True
SI,Slovenia,Σλοβενία,2014,2061085.0,1040211.0,18769.0,9614.0,6.0,2.0,4.0,6.0,7.0,16.0,1225.0,1267.0,1225.0,,,23.0,,57.0,995.0,1342.0,446.0,65.0,39.0,41.0,13.0,20.0,41.0,18.0,12.0,35.0,100.0,100.0,300.0,200.0,,,,,,,,,,,,,,,-45.8,11.1,7.9,-14.3,-88.8,-14.6,-20.4,-4.7,1020874.0,0.6,0.2,0.4,0.6,0.7,1.5,117.8,121.8,,,2.2,,5.5,3.7,3.9,120.0,97.5,131.5,43.7,6.4,1.3,2.0,4.0,1.8,1.2,3.4,4.8,33.2,True,True
SI,Slovenia,Σλοβενία,2015,2062874.0,1040645.0,19720.0,10067.0,11.0,2.0,2.0,4.0,6.0,25.0,962.0,991.0,962.0,,,22.0,,54.0,789.0,1123.0,453.0,69.0,41.0,28.0,19.0,19.0,39.0,16.0,22.0,24.0,83.3,0.0,-50.0,-33.3,-14.3,56.2,-21.5,-21.8,-21.5,,,-4.3,,-5.3,-20.7,-16.3,1.6,6.2,46.2,-5.0,-4.9,-11.1,83.3,-31.4,5.1,-31.7,1022229.0,1.1,0.2,0.2,0.4,0.6,2.4,92.4,95.2,,,2.1,,5.2,3.9,2.7,94.1,77.2,109.9,44.3,6.7,1.9,1.9,3.8,1.6,2.2,2.3,6.1,40.3,True,True
SI,Slovenia,Σλοβενία,2016,2064188.0,1040855.0,19556.0,9949.0,2.0,2.0,0.0,2.0,5.0,8.0,1016.0,1042.0,1016.0,,,13.0,,34.0,825.0,1060.0,375.0,68.0,28.0,38.0,10.0,23.0,29.0,8.0,16.0,37.0,-81.8,0.0,-100.0,-50.0,-16.7,-68.0,5.6,5.1,5.6,,,-40.9,,-37.0,4.6,-5.6,-17.2,-1.4,-47.4,21.1,-25.6,-50.0,-27.3,54.2,-31.7,35.7,1023333.0,0.2,0.2,0.0,0.2,0.5,0.8,97.6,100.1,,,1.2,,3.3,2.7,3.7,99.3,80.6,103.6,36.6,6.6,1.0,2.2,2.8,0.8,1.6,3.6,6.4,35.4,True,True
SI,Slovenia,Σλοβενία,2017,2065895.0,1040770.0,20255.0,10244.0,9.0,3.0,3.0,6.0,7.0,19.0,936.0,973.0,936.0,,,21.0,,52.0,841.0,1120.0,329.0,49.0,40.0,39.0,13.0,20.0,41.0,13.0,18.0,38.0,350.0,50.0,inf,200.0,40.0,137.5,-7.9,-6.6,-7.9,,,61.5,,52.9,1.9,5.7,-12.3,-27.9,30.0,-13.0,41.4,62.5,12.5,2.7,42.9,2.6,1025125.0,0.9,0.3,0.3,0.6,0.7,1.8,89.9,93.5,,,2.0,,5.0,3.8,3.7,91.3,82.0,109.3,32.1,4.8,1.3,2.0,4.0,1.3,1.8,3.7,4.4,29.4,True,True
SI,Slovenia,Σλοβενία,2018,2066880.0,1039839.0,20076.0,10199.0,5.0,5.0,0.0,5.0,4.0,23.0,1029.0,1055.0,1029.0,,,27.0,,41.0,984.0,1149.0,360.0,51.0,32.0,29.0,10.0,23.0,33.0,12.0,19.0,30.0,-44.4,66.7,-100.0,-16.7,-42.9,21.1,9.9,8.4,9.9,,,28.6,,-21.2,17.0,2.6,9.4,4.1,-23.1,15.0,-19.5,-7.7,5.6,-21.1,-20.0,-25.6,1027041.0,0.5,0.5,0.0,0.5,0.4,2.2,99.0,101.5,,,2.6,,3.9,3.1,2.8,100.2,95.8,111.9,35.1,5.0,1.0,2.2,3.2,1.2,1.8,2.9,4.4,31.3,True,True
SI,Slovenia,Σλοβενία,2019,2080908.0,1042252.0,20063.0,10266.0,4.0,1.0,2.0,3.0,5.0,15.0,992.0,1035.0,992.0,,,14.0,,65.0,960.0,1110.0,341.0,59.0,36.0,36.0,12.0,25.0,34.0,12.0,16.0,37.0,-20.0,-80.0,inf,-40.0,25.0,-34.8,-3.6,-1.9,-3.6,,,-48.1,,58.5,-2.4,-3.4,-5.3,15.7,20.0,8.7,3.0,0.0,-15.8,23.3,12.5,24.1,1038656.0,0.4,0.1,0.2,0.3,0.5,1.4,95.2,99.3,,,1.3,,6.2,3.5,3.5,95.5,92.4,106.9,32.8,5.7,1.2,2.4,3.3,1.2,1.5,3.6,5.3,30.7,True,True
SI,Slovenia,Σλοβενία,2020,2095861.0,1044795.0,23609.0,12091.0,6.0,5.0,1.0,6.0,10.0,23.0,1103.0,1145.0,1103.0,,,23.0,,44.0,924.0,1295.0,233.0,44.0,41.0,36.0,5.0,23.0,41.0,8.0,9.0,52.0,50.0,400.0,-50.0,100.0,100.0,53.3,11.2,10.6,11.2,,,64.3,,-32.3,-3.7,16.7,-31.7,-25.4,-58.3,-8.0,20.6,-33.3,-43.8,40.5,13.9,0.0,1051066.0,0.6,0.5,0.1,0.6,1.0,2.2,105.6,109.6,,,2.2,,4.2,3.9,3.4,104.9,87.9,123.2,22.2,4.2,0.5,2.2,3.9,0.8,0.9,4.9,3.4,18.0,True,True
