country_code,Country,Country_gr,Year,Population,female_population,Deaths,Female deaths,Intentional female homicides,intentional_family,intentional_partner,Int_homicide_by_family_and_partner,femicides,homicide_total,vic_intimate_violence,reported_offences_int_violence,men_perpetrators_int_violence,physical_violence,psychological_violence,sexual_violence,economic_violence,rape_victims,protection_orders,men_prosecuted_for_int_violence,men_sentenced,men_held_in_prison,female_rape_victims,female_sex_assault_victims,rape_convicted,rape_prosecuted,rape_suspected,sex_assault_convicted,sex_assault_prosecuted,sex_assault_suspected,Intentional female homicides_pct_change,intentional_family_pct_change,intentional_partner_pct_change,Int_homicide_by_family_and_partner_pct_change,femicides_pct_change,homicide_total_pct_change,vic_intimate_violence_pct_change,reported_offences_int_violence_pct_change,men_perpetrators_int_violence_pct_change,physical_violence_pct_change,psychological_violence_pct_change,sexual_violence_pct_change,economic_violence_pct_change,rape_victims_pct_change,protection_orders_pct_change,men_prosecuted_for_int_violence_pct_change,men_sentenced_pct_change,men_held_in_prison_pct_change,rape_convicted_pct_change,rape_prosecuted_pct_change,rape_suspected_pct_change,sex_assault_convicted_pct_change,sex_assault_prosecuted_pct_change,sex_assault_suspected_pct_change,female_rape_victims_pct_change,female_sex_assault_victims_pct_change,male_population,Intentional female homicides_per_100000,intentional_family_per_100000,intentional_partner_per_100000,Int_homicide_by_family_and_partner_per_100000,femicides_per_100000,homicide_total_per_100000,vic_intimate_violence_per_100000,reported_offences_int_violence_per_100000,physical_violence_per_100000,psychological_violence_per_100000,sexual_violence_per_100000,economic_violence_per_100000,rape_victims_per_100000,female_rape_victims_per_100000,female_sex_assault_victims_per_100000,men_perpetrators_int_violence_per_100000,protection_orders_per_100000,men_prosecuted_for_int_violence_per_100000,men_sentenced_per_100000,men_held_in_prison_per_100000,rape_convicted_per_100000,rape_prosecuted_per_100000,rape_suspected_per_100000,sex_assault_convicted_per_100000,sex_assault_prosecuted_per_100000,sex_assault_suspected_per_100000,pct_of_jailed_from_prosecuted,pct_of_sentenced_from_prosecuted,comparable_femicides_countries,comparable_countries_reported_offences
AT,Austria,Αυστρία,2011,8375164.0,,76142.0,39758.0,35.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1131.0,743.0,185.0,1685.0,1084.0,218.0,2716.0,1866.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
AT,Austria,Αυστρία,2012,8408121.0,4309977.0,78961.0,41803.0,38.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1117.0,780.0,170.0,1699.0,1088.0,213.0,2649.0,1948.0,8.6,,,,,,,,,,,,,,,,,,-8.1,0.8,0.4,-2.3,-2.5,4.4,-1.2,5.0,4098144.0,0.9,0.0,0.0,0.0,,,,,,,,,,25.9,18.1,,,,,,4.1,41.5,26.5,5.2,64.6,47.5,,,False,False
AT,Austria,Αυστρία,2013,8451860.0,4328238.0,79020.0,41378.0,30.0,0.0,0.0,0.0,,,,,,,,,,,,,,,1146.0,660.0,190.0,1619.0,1098.0,109.0,2505.0,1505.0,-21.1,,,,,,,,,,,,,,,,,,11.8,-4.7,0.9,-48.8,-5.4,-22.7,2.6,-15.4,4123622.0,0.7,0.0,0.0,0.0,,,,,,,,,,26.5,15.2,,,,,,4.6,39.3,26.6,2.6,60.7,36.5,,,False,False
AT,Austria,Αυστρία,2014,8507786.0,4352447.0,77940.0,40662.0,23.0,0.0,0.0,0.0,25.0,38.0,10061.0,9904.0,,5785.0,4049.0,221.0,6.0,485.0,,,,,1061.0,696.0,185.0,1586.0,1084.0,120.0,2421.0,1544.0,-23.3,,,,,,,,,,,,,,,,,,-2.6,-2.0,-1.3,10.1,-3.4,2.6,-7.4,5.5,4155339.0,0.5,0.0,0.0,0.0,0.6,0.9,231.2,227.6,132.9,93.0,5.1,0.1,11.1,24.4,16.0,,,,,,4.5,38.2,26.1,2.9,58.3,37.2,,,False,False
AT,Austria,Αυστρία,2015,8584926.0,4384529.0,83026.0,43159.0,17.0,14.0,0.0,14.0,32.0,46.0,10529.0,10297.0,,6172.0,4150.0,196.0,11.0,452.0,,3648.0,433.0,,1045.0,688.0,175.0,1566.0,1003.0,123.0,2450.0,1481.0,-26.1,inf,,inf,28.0,21.1,4.7,4.0,,6.7,2.5,-11.3,83.3,-6.8,,,,,-5.4,-1.3,-7.5,2.5,1.2,-4.1,-1.5,-1.1,4200397.0,0.4,0.3,0.0,0.3,0.7,1.0,240.1,234.8,140.8,94.7,4.5,0.3,10.3,23.8,15.7,,,86.8,10.3,,4.2,37.3,23.9,2.9,58.3,35.3,,11.9,False,False
AT,Austria,Αυστρία,2016,8700471.0,4427918.0,80374.0,41579.0,31.0,23.0,0.0,23.0,41.0,52.0,11549.0,11297.0,,6550.0,4746.0,247.0,6.0,504.0,,3852.0,524.0,,1123.0,2051.0,186.0,1554.0,1125.0,132.0,2898.0,2201.0,82.4,64.3,,64.3,28.1,13.0,9.7,9.7,,6.1,14.4,26.0,-45.5,11.5,,5.6,21.0,,6.3,-0.8,12.2,7.3,18.3,48.6,7.5,198.1,4272553.0,0.7,0.5,0.0,0.5,0.9,1.2,260.8,255.1,147.9,107.2,5.6,0.1,11.4,25.4,46.3,,,90.2,12.3,,4.4,36.4,26.3,3.1,67.8,51.5,,13.6,False,False
AT,Austria,Αυστρία,2017,8772865.0,4460424.0,82957.0,43274.0,37.0,29.0,0.0,29.0,43.0,65.0,11194.0,10921.0,,6415.0,4515.0,257.0,7.0,477.0,,3938.0,486.0,,1388.0,2446.0,194.0,1697.0,1374.0,207.0,3224.0,2029.0,19.4,26.1,,26.1,4.9,25.0,-3.1,-3.3,,-2.1,-4.9,4.0,16.7,-5.4,,2.2,-7.3,,4.3,9.2,22.1,56.8,11.2,-7.8,23.6,19.3,4312441.0,0.8,0.7,0.0,0.7,1.0,1.5,251.0,244.8,143.8,101.2,5.8,0.2,10.7,31.1,54.8,,,91.3,11.3,,4.5,39.4,31.9,4.8,74.8,47.0,,12.3,False,False
AT,Austria,Αυστρία,2018,8822267.0,4483749.0,83458.0,42902.0,44.0,31.0,0.0,31.0,54.0,72.0,11047.0,10598.0,,6424.0,4352.0,264.0,7.0,509.0,,3716.0,547.0,,1596.0,2509.0,190.0,1780.0,1582.0,212.0,3079.0,2128.0,18.9,6.9,,6.9,25.6,10.8,-1.3,-3.0,,0.1,-3.6,2.7,0.0,6.7,,-5.6,12.6,,-2.1,4.9,15.1,2.4,-4.5,4.9,15.0,2.6,4338518.0,1.0,0.7,0.0,0.7,1.2,1.6,246.4,236.4,143.3,97.1,5.9,0.2,11.4,35.6,56.0,,,85.7,12.6,,4.4,41.0,36.5,4.9,71.0,49.0,,14.7,False,False
AT,Austria,Αυστρία,2019,8858775.0,4501742.0,82979.0,42454.0,40.0,21.0,0.0,21.0,,,,,,,,,,,,,,,1596.0,2233.0,161.0,1899.0,1570.0,218.0,3037.0,1862.0,-9.1,-32.3,,-32.3,,,,,,,,,,,,,,,-15.3,6.7,-0.8,2.8,-1.4,-12.5,0.0,-11.0,4357033.0,0.9,0.5,0.0,0.5,,,,,,,,,,35.5,49.6,,,,,,3.7,43.6,36.0,5.0,69.7,42.7,,,False,False
AT,Austria,Αυστρία,2020,8901064.0,4522292.0,90963.0,45999.0,37.0,27.0,0.0,27.0,,,,,,,,,,,,,,,1579.0,2120.0,187.0,1687.0,1563.0,218.0,2652.0,1646.0,-7.5,28.6,,28.6,,,,,,,,,,,,,,,16.1,-11.2,-0.4,0.0,-12.7,-11.6,-1.1,-5.1,4378772.0,0.8,0.6,0.0,0.6,,,,,,,,,,34.9,46.9,,,,,,4.3,38.5,35.7,5.0,60.6,37.6,,,False,False
AT,Austria,Αυστρία,2021,8932664.0,4535712.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,-100.0,,,-100.0,,,,,4396952.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,,False,False
AT,Austria,Αυστρία,2022,8978929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
BE,Belgium,Βέλγιο,2011,11000638.0,,104422.0,53015.0,,,,,,,,,,,,,,,,,,,0.0,0.0,580.0,4222.0,1280.0,0.0,4226.0,3043.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
BE,Belgium,Βέλγιο,2012,11075889.0,5635601.0,109127.0,55291.0,,,,,,,,,,,,,,,,,,,0.0,0.0,520.0,4290.0,1234.0,0.0,4026.0,2857.0,,,,,,,,,,,,,,,,,,,-10.3,1.6,-3.6,,-4.7,-6.1,,,5440288.0,,,,,,,,,,,,,,0.0,0.0,,,,,,9.6,78.9,22.7,0.0,74.0,52.5,,,False,False
BE,Belgium,Βέλγιο,2013,11137974.0,5665118.0,109325.0,55493.0,,,,,,,,,,,,,,,,,,,0.0,0.0,473.0,4381.0,1043.0,0.0,4092.0,2962.0,,,,,,,,,,,,,,,,,,,-9.0,2.1,-15.5,,1.6,3.7,,,5472856.0,,,,,,,,,,,,,,0.0,0.0,,,,,,8.6,80.0,19.1,0.0,74.8,54.1,,,False,False
BE,Belgium,Βέλγιο,2014,11180840.0,5687048.0,104709.0,53244.0,,,,,,,,39594.0,8447.0,20205.0,18445.0,120.0,1430.0,,,38020.0,,,0.0,0.0,461.0,4023.0,941.0,0.0,3898.0,3005.0,,,,,,,,,,,,,,,,,,,-2.5,-8.2,-9.8,,-4.7,1.5,,,5493792.0,,,,,,,,696.2,355.3,324.3,2.1,25.1,,0.0,0.0,153.8,,692.1,,,8.4,73.2,17.1,0.0,71.0,54.7,,,False,False
BE,Belgium,Βέλγιο,2015,11237274.0,5713206.0,110429.0,56926.0,,,,,,,,37519.0,8595.0,20460.0,16165.0,106.0,1427.0,,,36804.0,,,0.0,0.0,384.0,3962.0,444.0,489.0,3776.0,641.0,,,,,,,,-5.2,1.8,1.3,-12.4,-11.7,-0.2,,,-3.2,,,-16.7,-1.5,-52.8,inf,-3.1,-78.7,,,5524068.0,,,,,,,,656.7,358.1,282.9,1.9,25.0,,0.0,0.0,155.6,,666.2,,,7.0,71.7,8.0,8.9,68.4,11.6,,,False,False
BE,Belgium,Βέλγιο,2016,11311117.0,5741853.0,108107.0,54778.0,,,,,,,,37757.0,8851.0,20911.0,15929.0,143.0,1410.0,,,37780.0,,,0.0,0.0,330.0,4178.0,422.0,460.0,4106.0,749.0,,,,,,,,0.6,3.0,2.2,-1.5,34.9,-1.2,,,2.7,,,-14.1,5.5,-5.0,-5.9,8.7,16.8,,,5569264.0,,,,,,,,657.6,364.2,277.4,2.5,24.6,,0.0,0.0,158.9,,678.4,,,5.9,75.0,7.6,8.3,73.7,13.4,,,False,False
BE,Belgium,Βέλγιο,2017,11351727.0,5762455.0,108333.0,55373.0,,,,,,,,37384.0,8831.0,20774.0,15763.0,148.0,1424.0,,,33674.0,,,0.0,0.0,321.0,4578.0,504.0,425.0,4459.0,867.0,,,,,,,,-1.0,-0.2,-0.7,-1.0,3.5,1.0,,,-10.9,,,-2.7,9.6,19.4,-7.6,8.6,15.8,,,5589272.0,,,,,,,,648.8,360.5,273.5,2.6,24.7,,0.0,0.0,158.0,,602.5,,,5.7,81.9,9.0,7.6,79.8,15.5,,,False,False
BE,Belgium,Βέλγιο,2018,11398589.0,5784371.0,110604.0,56586.0,,,,,,,,38464.0,8984.0,21773.0,15912.0,140.0,1424.0,,,31302.0,,,0.0,0.0,345.0,4768.0,473.0,517.0,4587.0,883.0,,,,,,,,2.9,1.7,4.8,0.9,-5.4,0.0,,,-7.0,,,7.5,4.2,-6.2,21.6,2.9,1.8,,,5614218.0,,,,,,,,665.0,376.4,275.1,2.4,24.6,,0.0,0.0,160.0,,557.5,,,6.1,84.9,8.4,9.2,81.7,15.7,,,False,False
BE,Belgium,Βέλγιο,2019,11455519.0,5810693.0,108793.0,55564.0,,,,,,,,,,,,,,,,,,,0.0,0.0,375.0,5005.0,499.0,517.0,5171.0,976.0,,,,,,,,,,,,,,,,,,,8.7,5.0,5.5,0.0,12.7,10.5,,,5644826.0,,,,,,,,,,,,,,0.0,0.0,,,,,,6.6,88.7,8.8,9.2,91.6,17.3,,,False,False
BE,Belgium,Βέλγιο,2020,11522440.0,5841215.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,5018.0,376.0,0.0,5172.0,814.0,,,,,,,,,,,,,,,,,,,-100.0,0.3,-24.6,-100.0,0.0,-16.6,,,5681225.0,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,88.3,6.6,0.0,91.0,14.3,,,False,False
BE,Belgium,Βέλγιο,2021,11554767.0,5854293.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5700474.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
BE,Belgium,Βέλγιο,2022,11631136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
BG,Bulgaria,Βουλγαρία,2011,7369431.0,,107614.0,51360.0,30.0,,,,,,,,,,,,,,,,,,157.0,264.0,87.0,132.0,94.0,129.0,193.0,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
BG,Bulgaria,Βουλγαρία,2012,7327224.0,3760457.0,108814.0,52334.0,37.0,,,,,,,,,,,,,,,,,,187.0,229.0,99.0,129.0,108.0,132.0,213.0,269.0,23.3,,,,,,,,,,,,,,,,,,13.8,-2.3,14.9,2.3,10.4,-10.9,19.1,-13.3,3566767.0,1.0,,,,,,,,,,,,,5.0,6.1,,,,,,2.8,3.6,3.0,3.7,6.0,7.5,,,False,False
BG,Bulgaria,Βουλγαρία,2013,7284552.0,3739479.0,103691.0,49234.0,34.0,,,,,,,,,,,,,,,,,,164.0,222.0,101.0,125.0,91.0,129.0,190.0,254.0,-8.1,,,,,,,,,,,,,,,,,,2.0,-3.1,-15.7,-2.3,-10.8,-5.6,-12.3,-3.1,3545073.0,0.9,,,,,,,,,,,,,4.4,5.9,,,,,,2.8,3.5,2.6,3.6,5.4,7.2,,,False,False
BG,Bulgaria,Βουλγαρία,2014,7245677.0,3720732.0,108203.0,51956.0,26.0,,,,,,1895.0,1895.0,,1416.0,,,,148.0,1895.0,,,,148.0,232.0,87.0,0.0,100.0,102.0,0.0,248.0,-23.5,,,,,,,,,,,,,,,,,,-13.9,-100.0,9.9,-20.9,-100.0,-2.4,-9.8,4.5,3524945.0,0.7,,,,,,50.9,50.9,38.1,,,,4.0,4.0,6.2,,53.8,,,,2.5,0.0,2.8,2.9,0.0,7.0,,,False,False
BG,Bulgaria,Βουλγαρία,2015,7202198.0,3700183.0,109186.0,52671.0,29.0,,,,,,2121.0,2121.0,,1341.0,,,,119.0,2121.0,,,,119.0,296.0,51.0,0.0,52.0,78.0,0.0,249.0,11.5,,,,,,11.9,11.9,,-5.3,,,,-19.6,11.9,,,,-41.4,,-48.0,-23.5,,0.4,-19.6,27.6,3502015.0,0.8,,,,,,57.3,57.3,36.2,,,,3.2,3.2,8.0,,60.6,,,,1.5,0.0,1.5,2.2,0.0,7.1,,,False,False
BG,Bulgaria,Βουλγαρία,2016,7153784.0,3676607.0,106519.0,50998.0,22.0,,,,,22.0,2323.0,2323.0,,1173.0,,,,127.0,2323.0,,,,127.0,387.0,61.0,0.0,77.0,103.0,0.0,232.0,-24.1,,,,,,9.5,9.5,,-12.5,,,,6.7,9.5,,,,19.6,,48.1,32.1,,-6.8,6.7,30.7,3477177.0,0.6,,,,,0.6,63.2,63.2,31.9,,,,3.5,3.5,10.5,,66.8,,,,1.8,0.0,2.2,3.0,0.0,6.7,,,False,False
BG,Bulgaria,Βουλγαρία,2017,7101859.0,3651881.0,108616.0,52475.0,35.0,,,,,27.0,2440.0,2440.0,,1324.0,,,,142.0,2440.0,,,,142.0,238.0,47.0,0.0,58.0,80.0,0.0,345.0,59.1,,,,,22.7,5.0,5.0,,12.9,,,,11.8,5.0,,,,-23.0,,-24.7,-22.3,,48.7,11.8,-38.5,3449978.0,1.0,,,,,0.7,66.8,66.8,36.3,,,,3.9,3.9,6.5,,70.7,,,,1.4,0.0,1.7,2.3,0.0,10.0,,,False,False
BG,Bulgaria,Βουλγαρία,2018,7050034.0,3627625.0,107292.0,51583.0,38.0,,,,,33.0,2981.0,2981.0,,,,,,,2981.0,,,,94.0,257.0,65.0,0.0,68.0,80.0,0.0,352.0,8.6,,,,,22.2,22.2,22.2,,,,,,,22.2,,,,38.3,,17.2,0.0,,2.0,-33.8,8.0,3422409.0,1.0,,,,,0.9,82.2,82.2,,,,,,2.6,7.1,,87.1,,,,1.9,0.0,2.0,2.3,0.0,10.3,,,False,False
BG,Bulgaria,Βουλγαρία,2019,7000039.0,3604338.0,106625.0,51331.0,23.0,,,,,,,,,,,,,,,,,,110.0,263.0,40.0,0.0,73.0,90.0,0.0,319.0,-39.5,,,,,,,,,,,,,,,,,,-38.5,,7.4,12.5,,-9.4,17.0,2.3,3395701.0,0.6,,,,,,,,,,,,,3.1,7.3,,,,,,1.2,0.0,2.1,2.7,0.0,9.4,,,False,False
BG,Bulgaria,Βουλγαρία,2020,6951482.0,3581836.0,123160.0,58077.0,26.0,,,,,,,,,,,,,,,,,,93.0,243.0,51.0,0.0,73.0,111.0,0.0,330.0,13.0,,,,,,,,,,,,,,,,,,27.5,,0.0,23.3,,3.4,-15.5,-7.6,3369646.0,0.7,,,,,,,,,,,,,2.6,6.8,,,,,,1.5,0.0,2.2,3.3,0.0,9.8,,,False,False
BG,Bulgaria,Βουλγαρία,2021,6916548.0,3566833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3349715.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
BG,Bulgaria,Βουλγαρία,2022,6838937.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
HR,Croatia,Κροατία,2011,4289857.0,,51495.0,25994.0,21.0,0.0,0.0,0.0,,,,,,,,,,,,,,,107.0,227.0,54.0,105.0,98.0,234.0,321.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
HR,Croatia,Κροατία,2012,4275984.0,2213675.0,52165.0,26099.0,18.0,5.0,7.0,12.0,,,,,,,,,,,,,,,115.0,193.0,47.0,103.0,103.0,224.0,293.0,136.0,-14.3,inf,inf,inf,,,,,,,,,,,,,,,-13.0,-1.9,5.1,-4.3,-8.7,-15.0,7.5,-15.0,2062309.0,0.8,0.2,0.3,0.5,,,,,,,,,,5.2,8.7,,,,,,2.3,5.0,5.0,10.9,14.2,6.6,,,False,True
HR,Croatia,Κροατία,2013,4262140.0,2205657.0,50783.0,25530.0,21.0,5.0,8.0,13.0,,,,,,,,,,,,,,,267.0,285.0,47.0,76.0,174.0,167.0,310.0,157.0,16.7,0.0,14.3,8.3,,,,,,,,,,,,,,,0.0,-26.2,68.9,-25.4,5.8,15.4,132.2,47.7,2056483.0,1.0,0.2,0.4,0.6,,,,,,,,,,12.1,12.9,,,,,,2.3,3.7,8.5,8.1,15.1,7.6,,,False,True
HR,Croatia,Κροατία,2014,4246809.0,2197061.0,51282.0,26031.0,17.0,6.0,8.0,14.0,8.0,16.0,1456.0,1531.0,1159.0,382.0,915.0,48.0,,124.0,3474.0,5355.0,9175.0,1205.0,308.0,222.0,53.0,104.0,174.0,187.0,301.0,117.0,-19.0,20.0,0.0,7.7,,,,,,,,,,,,,,,12.8,36.8,0.0,12.0,-2.9,-25.5,15.4,-22.1,2049748.0,0.8,0.3,0.4,0.6,0.4,0.7,66.3,69.7,17.4,41.6,2.2,,5.6,14.0,10.1,56.5,169.5,261.3,447.6,58.8,2.6,5.1,8.5,9.1,14.7,5.7,22.5,171.3,False,True
HR,Croatia,Κροατία,2015,4225316.0,2186089.0,54720.0,27987.0,15.0,2.0,11.0,13.0,11.0,15.0,1523.0,1560.0,1188.0,303.0,942.0,43.0,,104.0,2620.0,3709.0,6652.0,797.0,242.0,315.0,35.0,57.0,136.0,186.0,314.0,164.0,-11.8,-66.7,37.5,-7.1,37.5,-6.2,4.6,1.9,2.5,-20.7,3.0,-10.4,,-16.1,-24.6,-30.7,-27.5,-33.9,-34.0,-45.2,-21.8,-0.5,4.3,40.2,-21.4,41.9,2039227.0,0.7,0.1,0.5,0.6,0.5,0.7,69.7,71.4,13.9,43.1,2.0,,4.8,11.1,14.4,58.3,128.5,181.9,326.2,39.1,1.7,2.8,6.7,9.1,15.4,8.0,21.5,179.3,False,True
HR,Croatia,Κροατία,2016,4190669.0,2167872.0,52075.0,26397.0,20.0,7.0,11.0,18.0,10.0,18.0,1577.0,1625.0,1182.0,305.0,893.0,50.0,,174.0,2493.0,3348.0,6675.0,728.0,306.0,327.0,86.0,192.0,137.0,30.0,71.0,148.0,33.3,250.0,0.0,38.5,-9.1,20.0,3.5,4.2,-0.5,0.7,-5.2,16.3,,67.3,-4.8,-9.7,0.3,-8.7,145.7,236.8,0.7,-83.9,-77.4,-9.8,26.4,3.8,2022797.0,0.9,0.3,0.5,0.8,0.5,0.8,72.7,75.0,14.1,41.2,2.3,,8.0,14.1,15.1,58.4,123.2,165.5,330.0,36.0,4.3,9.5,6.8,1.5,3.5,7.3,21.7,199.4,False,True
HR,Croatia,Κροατία,2017,4154213.0,2149003.0,54024.0,27817.0,18.0,7.0,9.0,16.0,9.0,15.0,2014.0,2050.0,1425.0,328.0,1142.0,55.0,,104.0,2916.0,3352.0,6553.0,761.0,230.0,217.0,86.0,187.0,136.0,32.0,89.0,120.0,-10.0,0.0,-18.2,-11.1,-10.0,-16.7,27.7,26.2,20.6,7.5,27.9,10.0,,-40.2,17.0,0.1,-1.8,4.5,0.0,-2.6,-0.7,6.7,25.4,-18.9,-24.8,-33.6,2005210.0,0.8,0.3,0.4,0.7,0.4,0.7,93.7,95.4,15.3,53.1,2.6,,4.8,10.7,10.1,71.1,145.4,167.2,326.8,38.0,4.3,9.3,6.8,1.6,4.4,6.0,22.7,195.5,False,True
HR,Croatia,Κροατία,2018,4105493.0,2123694.0,53349.0,26985.0,8.0,1.0,4.0,5.0,4.0,8.0,2158.0,2229.0,1500.0,326.0,1178.0,67.0,,110.0,2657.0,2991.0,6172.0,686.0,265.0,213.0,85.0,163.0,125.0,29.0,80.0,125.0,-55.6,-85.7,-55.6,-68.8,-55.6,-46.7,7.1,8.7,5.3,-0.6,3.2,21.8,,5.8,-8.9,-10.8,-5.8,-9.9,-1.2,-12.8,-8.1,-9.4,-10.1,4.2,15.2,-1.8,1981799.0,0.4,0.0,0.2,0.2,0.2,0.4,101.6,105.0,15.4,55.5,3.2,,5.2,12.5,10.0,75.7,134.1,150.9,311.4,34.6,4.3,8.2,6.3,1.5,4.0,6.3,22.9,206.4,False,True
HR,Croatia,Κροατία,2019,4076246.0,2103674.0,52477.0,26692.0,14.0,4.0,5.0,9.0,,,,,,,,,,,,,,,420.0,345.0,81.0,180.0,150.0,29.0,93.0,142.0,75.0,300.0,25.0,80.0,,,,,,,,,,,,,,,-4.7,10.4,20.0,0.0,16.3,13.6,58.5,62.0,1972572.0,0.7,0.2,0.2,0.4,,,,,,,,,,20.0,16.4,,,,,,4.1,9.1,7.6,1.5,4.7,7.2,,,False,True
HR,Croatia,Κροατία,2020,4058165.0,2086515.0,57023.0,29164.0,19.0,5.0,9.0,14.0,,,,,,,,,,,,,,,289.0,238.0,85.0,195.0,133.0,29.0,97.0,133.0,35.7,25.0,80.0,55.6,,,,,,,,,,,,,,,4.9,8.3,-11.3,0.0,4.3,-6.3,-31.2,-31.0,1971650.0,0.9,0.2,0.4,0.7,,,,,,,,,,13.9,11.4,,,,,,4.3,9.9,6.7,1.5,4.9,6.7,,,False,True
HR,Croatia,Κροατία,2021,4036355.0,2071425.0,62712.0,31575.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,-26.3,,,,,,,,,,,,,,,,,,,,,,,,,,1964930.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
HR,Croatia,Κροατία,2022,3879074.0,,43892.0,22384.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,True
CY,Cyprus,Κύπρος,2011,839751.0,,5348.0,2606.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,13.0,19.0,0.0,27.0,33.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
CY,Cyprus,Κύπρος,2012,862011.0,443018.0,5635.0,2668.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,15.0,25.0,0.0,120.0,60.0,0.0,-16.7,,,,,,,,,,,,,,,,,,15.4,31.6,,344.4,81.8,,,,418993.0,1.1,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,3.6,6.0,0.0,28.6,14.3,0.0,,,False,False
CY,Cyprus,Κύπρος,2013,865878.0,444842.0,5234.0,2373.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.0,10.0,19.0,0.0,118.0,47.0,0.0,-40.0,,,,,,,,,,,,,,,,,,-33.3,-24.0,,-1.7,-21.7,,,,421036.0,0.7,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,2.4,4.5,0.0,28.0,11.2,0.0,,,False,False
CY,Cyprus,Κύπρος,2014,858000.0,440462.0,5504.0,2609.0,5.0,0.0,0.0,0.0,,10.0,622.0,893.0,715.0,566.0,308.0,19.0,,14.0,,,,,0.0,0.0,9.0,14.0,0.0,31.0,49.0,0.0,66.7,,,,,,,,,,,,,,,,,,-10.0,-26.3,,-73.7,4.3,,,,417538.0,1.1,0.0,0.0,0.0,,2.3,141.2,202.7,128.5,69.9,4.3,,3.2,0.0,0.0,171.2,,,,,2.2,3.4,0.0,7.4,11.7,0.0,,,False,False
CY,Cyprus,Κύπρος,2015,847008.0,435183.0,5955.0,2839.0,2.0,0.0,0.0,0.0,,12.0,660.0,951.0,771.0,556.0,345.0,50.0,,20.0,,,,,0.0,0.0,9.0,19.0,0.0,43.0,43.0,0.0,-60.0,,,,,20.0,6.1,6.5,7.8,-1.8,12.0,163.2,,42.9,,,,,0.0,35.7,,38.7,-12.2,,,,411825.0,0.5,0.0,0.0,0.0,,2.8,151.7,218.5,127.8,79.3,11.5,,4.6,0.0,0.0,187.2,,,,,2.2,4.6,0.0,10.4,10.4,0.0,,,False,False
CY,Cyprus,Κύπρος,2016,848319.0,435627.0,5547.0,2561.0,5.0,0.0,0.0,0.0,,11.0,519.0,830.0,625.0,510.0,281.0,39.0,,22.0,,,,,0.0,0.0,19.0,23.0,22.0,25.0,54.0,2.0,150.0,,,,,-8.3,-21.4,-12.7,-18.9,-8.3,-18.6,-22.0,,10.0,,,,,111.1,21.1,inf,-41.9,25.6,inf,,,412692.0,1.1,0.0,0.0,0.0,,2.5,119.1,190.5,117.1,64.5,9.0,,5.1,0.0,0.0,151.4,,,,,4.6,5.6,5.3,6.1,13.1,0.5,,,False,False
