Country,Year,Population,female_population,Female deaths,ICSS CRIME,LEGAL STATUS OF PERPETRATOR,Value,per_100k
Finland,2020,5525292,2797030.0,27523.0,Rape,Prosecuted person,240.0,8.8
Finland,2020,5525292,2797030.0,27523.0,Rape,Convicted person,166.0,6.1
Finland,2020,5525292,2797030.0,27523.0,Sexual assault,Suspected person,1352.0,49.6
Finland,2020,5525292,2797030.0,27523.0,Sexual assault,Prosecuted person,372.0,13.6
Finland,2020,5525292,2797030.0,27523.0,Sexual assault,Convicted person,311.0,11.4
France,2012,65276983,33671600.0,283339.0,Intentional homicide,Suspected person,658.0,2.1
France,2012,65276983,33671600.0,283339.0,Intentional homicide,Prosecuted person,1854.0,5.9
France,2012,65276983,33671600.0,283339.0,Intentional homicide,Convicted person,530.0,1.7
France,2012,65276983,33671600.0,283339.0,Rape,Suspected person,7319.0,23.2
France,2012,65276983,33671600.0,283339.0,Rape,Prosecuted person,3718.0,11.8
France,2012,65276983,33671600.0,283339.0,Rape,Convicted person,1252.0,4.0
France,2012,65276983,33671600.0,283339.0,Sexual assault,Suspected person,9350.0,29.6
France,2012,65276983,33671600.0,283339.0,Sexual assault,Prosecuted person,6332.0,20.0
France,2012,65276983,33671600.0,283339.0,Sexual assault,Convicted person,5256.0,16.6
France,2013,65600350,33827685.0,281922.0,Intentional homicide,Suspected person,676.0,2.1
France,2013,65600350,33827685.0,281922.0,Intentional homicide,Prosecuted person,1826.0,5.7
France,2013,65600350,33827685.0,281922.0,Intentional homicide,Convicted person,507.0,1.6
France,2013,65600350,33827685.0,281922.0,Rape,Suspected person,7620.0,24.0
France,2013,65600350,33827685.0,281922.0,Rape,Prosecuted person,3745.0,11.8
France,2013,65600350,33827685.0,281922.0,Rape,Convicted person,1180.0,3.7
France,2013,65600350,33827685.0,281922.0,Sexual assault,Suspected person,9580.0,30.2
France,2013,65600350,33827685.0,281922.0,Sexual assault,Prosecuted person,5996.0,18.9
France,2013,65600350,33827685.0,281922.0,Sexual assault,Convicted person,4826.0,15.2
France,2014,66165980,34120851.0,277036.0,Intentional homicide,Suspected person,761.0,2.4
France,2014,66165980,34120851.0,277036.0,Intentional homicide,Prosecuted person,1883.0,5.9
France,2014,66165980,34120851.0,277036.0,Intentional homicide,Convicted person,352.0,1.1
France,2014,66165980,34120851.0,277036.0,Rape,Suspected person,8134.0,25.4
France,2014,66165980,34120851.0,277036.0,Rape,Prosecuted person,1883.0,5.9
France,2014,66165980,34120851.0,277036.0,Rape,Convicted person,903.0,2.8
France,2014,66165980,34120851.0,277036.0,Sexual assault,Suspected person,10429.0,32.5
France,2014,66165980,34120851.0,277036.0,Sexual assault,Prosecuted person,4835.0,15.1
France,2014,66165980,34120851.0,277036.0,Sexual assault,Convicted person,4437.0,13.8
France,2015,66458153,34283895.0,296755.0,Intentional homicide,Suspected person,665.0,2.1
France,2015,66458153,34283895.0,296755.0,Intentional homicide,Prosecuted person,2106.0,6.5
France,2015,66458153,34283895.0,296755.0,Intentional homicide,Convicted person,374.0,1.2
France,2015,66458153,34283895.0,296755.0,Rape,Suspected person,8610.0,26.8
France,2015,66458153,34283895.0,296755.0,Rape,Prosecuted person,3430.0,10.7
France,2015,66458153,34283895.0,296755.0,Rape,Convicted person,882.0,2.7
France,2015,66458153,34283895.0,296755.0,Sexual assault,Suspected person,11176.0,34.7
France,2015,66458153,34283895.0,296755.0,Sexual assault,Prosecuted person,4994.0,15.5
France,2015,66458153,34283895.0,296755.0,Sexual assault,Convicted person,4528.0,14.1
France,2016,66638391,34391005.0,296856.0,Intentional homicide,Suspected person,724.0,2.2
France,2016,66638391,34391005.0,296856.0,Intentional homicide,Prosecuted person,2371.0,7.4
France,2016,66638391,34391005.0,296856.0,Intentional homicide,Convicted person,297.0,0.9
France,2016,66638391,34391005.0,296856.0,Rape,Suspected person,9558.0,29.6
France,2016,66638391,34391005.0,296856.0,Rape,Prosecuted person,3837.0,11.9
France,2016,66638391,34391005.0,296856.0,Rape,Convicted person,976.0,3.0
France,2016,66638391,34391005.0,296856.0,Sexual assault,Suspected person,12159.0,37.7
France,2016,66638391,34391005.0,296856.0,Sexual assault,Prosecuted person,7332.0,22.7
France,2016,66638391,34391005.0,296856.0,Sexual assault,Convicted person,5077.0,15.7
France,2017,66809816,34495464.0,305360.0,Intentional homicide,Suspected person,835.0,2.6
France,2017,66809816,34495464.0,305360.0,Intentional homicide,Prosecuted person,2549.0,7.9
France,2017,66809816,34495464.0,305360.0,Intentional homicide,Convicted person,307.0,1.0
France,2017,66809816,34495464.0,305360.0,Rape,Suspected person,10478.0,32.4
France,2017,66809816,34495464.0,305360.0,Rape,Prosecuted person,4068.0,12.6
France,2017,66809816,34495464.0,305360.0,Rape,Convicted person,987.0,3.1
France,2017,66809816,34495464.0,305360.0,Sexual assault,Suspected person,12787.0,39.6
France,2017,66809816,34495464.0,305360.0,Sexual assault,Prosecuted person,7598.0,23.5
France,2017,66809816,34495464.0,305360.0,Sexual assault,Convicted person,5221.0,16.2
France,2018,67026224,34611994.0,,Intentional homicide,Suspected person,850.0,2.6
France,2018,67026224,34611994.0,,Intentional homicide,Prosecuted person,2752.0,8.5
France,2018,67026224,34611994.0,,Intentional homicide,Convicted person,279.0,0.9
France,2018,67026224,34611994.0,,Rape,Suspected person,12083.0,37.3
France,2018,67026224,34611994.0,,Rape,Prosecuted person,4556.0,14.1
France,2018,67026224,34611994.0,,Rape,Convicted person,955.0,2.9
France,2018,67026224,34611994.0,,Sexual assault,Suspected person,14556.0,44.9
France,2018,67026224,34611994.0,,Sexual assault,Prosecuted person,7969.0,24.6
France,2018,67026224,34611994.0,,Sexual assault,Convicted person,5262.0,16.2
France,2019,67290471,34701745.0,,Intentional homicide,Suspected person,849.0,2.6
France,2019,67290471,34701745.0,,Intentional homicide,Prosecuted person,2925.0,9.0
France,2019,67290471,34701745.0,,Intentional homicide,Convicted person,310.0,1.0
France,2019,67290471,34701745.0,,Rape,Suspected person,13272.0,40.7
France,2019,67290471,34701745.0,,Rape,Prosecuted person,4949.0,15.2
France,2019,67290471,34701745.0,,Rape,Convicted person,1058.0,3.2
France,2019,67290471,34701745.0,,Sexual assault,Suspected person,15742.0,48.3
France,2019,67290471,34701745.0,,Sexual assault,Prosecuted person,8541.0,26.2
France,2019,67290471,34701745.0,,Sexual assault,Convicted person,5449.0,16.7
France,2020,67485531,34787547.0,328140.0,Intentional homicide,Suspected person,840.0,2.6
France,2020,67485531,34787547.0,328140.0,Intentional homicide,Prosecuted person,3003.0,9.2
France,2020,67485531,34787547.0,328140.0,Intentional homicide,Convicted person,269.0,0.8
France,2020,67485531,34787547.0,328140.0,Rape,Suspected person,14223.0,43.5
France,2020,67485531,34787547.0,328140.0,Rape,Prosecuted person,5079.0,15.5
France,2020,67485531,34787547.0,328140.0,Rape,Convicted person,737.0,2.3
France,2020,67485531,34787547.0,328140.0,Sexual assault,Suspected person,14945.0,45.7
France,2020,67485531,34787547.0,328140.0,Sexual assault,Prosecuted person,8065.0,24.7
France,2020,67485531,34787547.0,328140.0,Sexual assault,Convicted person,4634.0,14.2
Germany,2012,80327900,41097953.0,453785.0,Intentional homicide,Suspected person,598.0,1.5
Germany,2012,80327900,41097953.0,453785.0,Intentional homicide,Prosecuted person,634.0,1.6
Germany,2012,80327900,41097953.0,453785.0,Intentional homicide,Convicted person,326.0,0.8
Germany,2012,80327900,41097953.0,453785.0,Rape,Suspected person,6701.0,17.1
Germany,2012,80327900,41097953.0,453785.0,Rape,Prosecuted person,952.0,2.4
Germany,2012,80327900,41097953.0,453785.0,Rape,Convicted person,668.0,1.7
Germany,2012,80327900,41097953.0,453785.0,Sexual assault,Suspected person,18238.0,46.5
Germany,2012,80327900,41097953.0,453785.0,Sexual assault,Prosecuted person,7477.0,19.1
Germany,2012,80327900,41097953.0,453785.0,Sexual assault,Convicted person,6032.0,15.4
Germany,2013,80523746,41142770.0,465038.0,Intentional homicide,Suspected person,607.0,1.5
Germany,2013,80523746,41142770.0,465038.0,Intentional homicide,Prosecuted person,605.0,1.5
Germany,2013,80523746,41142770.0,465038.0,Intentional homicide,Convicted person,259.0,0.7
Germany,2013,80523746,41142770.0,465038.0,Rape,Suspected person,6203.0,15.8
Germany,2013,80523746,41142770.0,465038.0,Rape,Prosecuted person,818.0,2.1
Germany,2013,80523746,41142770.0,465038.0,Rape,Convicted person,591.0,1.5
Germany,2013,80523746,41142770.0,465038.0,Sexual assault,Suspected person,18200.0,46.2
Germany,2013,80523746,41142770.0,465038.0,Sexual assault,Prosecuted person,7191.0,18.3
Germany,2013,80523746,41142770.0,465038.0,Sexual assault,Convicted person,5811.0,14.8
Germany,2014,80767463,41210540.0,446964.0,Intentional homicide,Suspected person,644.0,1.6
Germany,2014,80767463,41210540.0,446964.0,Intentional homicide,Prosecuted person,648.0,1.6
Germany,2014,80767463,41210540.0,446964.0,Intentional homicide,Convicted person,287.0,0.7
Germany,2014,80767463,41210540.0,446964.0,Rape,Suspected person,6086.0,15.4
Germany,2014,80767463,41210540.0,446964.0,Rape,Prosecuted person,796.0,2.0
Germany,2014,80767463,41210540.0,446964.0,Rape,Convicted person,560.0,1.4
Germany,2014,80767463,41210540.0,446964.0,Sexual assault,Suspected person,18086.0,45.7
Germany,2014,80767463,41210540.0,446964.0,Sexual assault,Prosecuted person,7443.0,18.8
Germany,2014,80767463,41210540.0,446964.0,Sexual assault,Convicted person,5957.0,15.1
Germany,2015,81197537,41362080.0,476588.0,Intentional homicide,Suspected person,601.0,1.5
Germany,2015,81197537,41362080.0,476588.0,Intentional homicide,Prosecuted person,648.0,1.6
Germany,2015,81197537,41362080.0,476588.0,Intentional homicide,Convicted person,299.0,0.8
Germany,2015,81197537,41362080.0,476588.0,Rape,Suspected person,5823.0,14.6
Germany,2015,81197537,41362080.0,476588.0,Rape,Prosecuted person,808.0,2.0
Germany,2015,81197537,41362080.0,476588.0,Rape,Convicted person,564.0,1.4
Germany,2015,81197537,41362080.0,476588.0,Sexual assault,Suspected person,17627.0,44.2
Germany,2015,81197537,41362080.0,476588.0,Sexual assault,Prosecuted person,7311.0,18.4
Germany,2015,81197537,41362080.0,476588.0,Sexual assault,Convicted person,5796.0,14.5
Germany,2016,82175684,41661561.0,463486.0,Intentional homicide,Suspected person,688.0,1.7
Germany,2016,82175684,41661561.0,463486.0,Intentional homicide,Prosecuted person,,
Germany,2016,82175684,41661561.0,463486.0,Intentional homicide,Convicted person,289.0,0.7
Germany,2016,82175684,41661561.0,463486.0,Rape,Suspected person,6393.0,15.8
Germany,2016,82175684,41661561.0,463486.0,Rape,Prosecuted person,738.0,1.8
Germany,2016,82175684,41661561.0,463486.0,Rape,Convicted person,526.0,1.3
Germany,2016,82175684,41661561.0,463486.0,Sexual assault,Suspected person,19179.0,47.3
Germany,2016,82175684,41661561.0,463486.0,Sexual assault,Prosecuted person,7110.0,17.5
Germany,2016,82175684,41661561.0,463486.0,Sexual assault,Convicted person,5666.0,14.0
Germany,2017,82521653,41824535.0,475322.0,Intentional homicide,Suspected person,623.0,1.5
Germany,2017,82521653,41824535.0,475322.0,Intentional homicide,Prosecuted person,,
Germany,2017,82521653,41824535.0,475322.0,Intentional homicide,Convicted person,258.0,0.6
Germany,2017,82521653,41824535.0,475322.0,Rape,Suspected person,6916.0,17.0
Germany,2017,82521653,41824535.0,475322.0,Rape,Prosecuted person,,
Germany,2017,82521653,41824535.0,475322.0,Rape,Convicted person,1079.0,2.7
Germany,2017,82521653,41824535.0,475322.0,Sexual assault,Suspected person,18538.0,45.6
Germany,2017,82521653,41824535.0,475322.0,Sexual assault,Prosecuted person,,
Germany,2017,82521653,41824535.0,475322.0,Sexual assault,Convicted person,2714.0,6.7
Germany,2018,82792351,41948786.0,485711.0,Intentional homicide,Suspected person,627.0,1.5
Germany,2018,82792351,41948786.0,485711.0,Intentional homicide,Prosecuted person,,
Germany,2018,82792351,41948786.0,485711.0,Intentional homicide,Convicted person,262.0,0.6
Germany,2018,82792351,41948786.0,485711.0,Rape,Suspected person,7707.0,18.9
Germany,2018,82792351,41948786.0,485711.0,Rape,Prosecuted person,,
Germany,2018,82792351,41948786.0,485711.0,Rape,Convicted person,1122.0,2.7
Germany,2018,82792351,41948786.0,485711.0,Sexual assault,Suspected person,22938.0,56.2
Germany,2018,82792351,41948786.0,485711.0,Sexual assault,Prosecuted person,,
Germany,2018,82792351,41948786.0,485711.0,Sexual assault,Convicted person,3384.0,8.3
Germany,2019,83019213,42052522.0,474536.0,Intentional homicide,Suspected person,584.0,1.4
Germany,2019,83019213,42052522.0,474536.0,Intentional homicide,Prosecuted person,,
Germany,2019,83019213,42052522.0,474536.0,Intentional homicide,Convicted person,313.0,0.8
Germany,2019,83019213,42052522.0,474536.0,Rape,Suspected person,8142.0,19.9
Germany,2019,83019213,42052522.0,474536.0,Rape,Prosecuted person,,
Germany,2019,83019213,42052522.0,474536.0,Rape,Convicted person,1175.0,2.9
Germany,2019,83019213,42052522.0,474536.0,Sexual assault,Suspected person,22758.0,55.6
Germany,2019,83019213,42052522.0,474536.0,Sexual assault,Prosecuted person,,
Germany,2019,83019213,42052522.0,474536.0,Sexual assault,Convicted person,3701.0,9.0
Germany,2020,83166711,42129098.0,493503.0,Intentional homicide,Suspected person,589.0,1.4
Germany,2020,83166711,42129098.0,493503.0,Intentional homicide,Prosecuted person,,
Germany,2020,83166711,42129098.0,493503.0,Intentional homicide,Convicted person,276.0,0.7
Germany,2020,83166711,42129098.0,493503.0,Rape,Suspected person,8672.0,21.1
Germany,2020,83166711,42129098.0,493503.0,Rape,Prosecuted person,,
Germany,2020,83166711,42129098.0,493503.0,Rape,Convicted person,1258.0,3.1
Germany,2020,83166711,42129098.0,493503.0,Sexual assault,Suspected person,22239.0,54.2
Germany,2020,83166711,42129098.0,493503.0,Sexual assault,Prosecuted person,,
Germany,2020,83166711,42129098.0,493503.0,Sexual assault,Convicted person,3796.0,9.3
Germany,2021,83155031,42128512.0,,Intentional homicide,Suspected person,635.0,1.5
Germany,2021,83155031,42128512.0,,Rape,Suspected person,8558.0,20.9
Germany,2021,83155031,42128512.0,,Sexual assault,Suspected person,22486.0,54.8
Greece,2012,11086406,5662522.0,56533.0,Intentional homicide,Suspected person,,
Greece,2012,11086406,5662522.0,56533.0,Intentional homicide,Prosecuted person,,
Greece,2012,11086406,5662522.0,56533.0,Intentional homicide,Convicted person,,
Greece,2012,11086406,5662522.0,56533.0,Rape,Suspected person,,
Greece,2012,11086406,5662522.0,56533.0,Rape,Prosecuted person,,
Greece,2012,11086406,5662522.0,56533.0,Rape,Convicted person,,
Greece,2012,11086406,5662522.0,56533.0,Sexual assault,Suspected person,,
Greece,2012,11086406,5662522.0,56533.0,Sexual assault,Prosecuted person,,
Greece,2012,11086406,5662522.0,56533.0,Sexual assault,Convicted person,,
Greece,2013,11003615,5637364.0,54163.0,Intentional homicide,Suspected person,,
Greece,2013,11003615,5637364.0,54163.0,Intentional homicide,Prosecuted person,,
Greece,2013,11003615,5637364.0,54163.0,Intentional homicide,Convicted person,,
Greece,2013,11003615,5637364.0,54163.0,Rape,Suspected person,,
Greece,2013,11003615,5637364.0,54163.0,Rape,Prosecuted person,,
Greece,2013,11003615,5637364.0,54163.0,Rape,Convicted person,,
Greece,2013,11003615,5637364.0,54163.0,Sexual assault,Suspected person,,
Greece,2013,11003615,5637364.0,54163.0,Sexual assault,Prosecuted person,,
Greece,2013,11003615,5637364.0,54163.0,Sexual assault,Convicted person,,
Greece,2014,10926807,5613568.0,55194.0,Intentional homicide,Suspected person,102.0,1.9
Greece,2014,10926807,5613568.0,55194.0,Intentional homicide,Prosecuted person,,
Greece,2014,10926807,5613568.0,55194.0,Intentional homicide,Convicted person,,
Greece,2014,10926807,5613568.0,55194.0,Rape,Suspected person,,
Greece,2014,10926807,5613568.0,55194.0,Rape,Prosecuted person,,
Greece,2014,10926807,5613568.0,55194.0,Rape,Convicted person,,
Greece,2014,10926807,5613568.0,55194.0,Sexual assault,Suspected person,,
Greece,2014,10926807,5613568.0,55194.0,Sexual assault,Prosecuted person,,
Greece,2014,10926807,5613568.0,55194.0,Sexual assault,Convicted person,,
Greece,2015,10858018,5589628.0,59535.0,Intentional homicide,Suspected person,87.0,1.7
Greece,2015,10858018,5589628.0,59535.0,Intentional homicide,Prosecuted person,,
Greece,2015,10858018,5589628.0,59535.0,Intentional homicide,Convicted person,,
Greece,2015,10858018,5589628.0,59535.0,Rape,Suspected person,,
Greece,2015,10858018,5589628.0,59535.0,Rape,Prosecuted person,,
Greece,2015,10858018,5589628.0,59535.0,Rape,Convicted person,,
Greece,2015,10858018,5589628.0,59535.0,Sexual assault,Suspected person,,
Greece,2015,10858018,5589628.0,59535.0,Sexual assault,Prosecuted person,,
Greece,2015,10858018,5589628.0,59535.0,Sexual assault,Convicted person,,
Greece,2016,10783748,5559538.0,58320.0,Intentional homicide,Suspected person,93.0,1.8
Greece,2016,10783748,5559538.0,58320.0,Intentional homicide,Prosecuted person,,
Greece,2016,10783748,5559538.0,58320.0,Intentional homicide,Convicted person,,
Greece,2016,10783748,5559538.0,58320.0,Rape,Suspected person,232.0,4.4
Greece,2016,10783748,5559538.0,58320.0,Rape,Prosecuted person,,
Greece,2016,10783748,5559538.0,58320.0,Rape,Convicted person,,
Greece,2016,10783748,5559538.0,58320.0,Sexual assault,Suspected person,,
Greece,2016,10783748,5559538.0,58320.0,Sexual assault,Prosecuted person,,
Greece,2016,10783748,5559538.0,58320.0,Sexual assault,Convicted person,,
Greece,2017,10768193,5546916.0,61341.0,Intentional homicide,Suspected person,89.0,1.7
Greece,2017,10768193,5546916.0,61341.0,Intentional homicide,Prosecuted person,,
Greece,2017,10768193,5546916.0,61341.0,Intentional homicide,Convicted person,,
Greece,2017,10768193,5546916.0,61341.0,Rape,Suspected person,244.0,4.7
Greece,2017,10768193,5546916.0,61341.0,Rape,Prosecuted person,,
Greece,2017,10768193,5546916.0,61341.0,Rape,Convicted person,,
Greece,2017,10768193,5546916.0,61341.0,Sexual assault,Suspected person,,
Greece,2017,10768193,5546916.0,61341.0,Sexual assault,Prosecuted person,,
Greece,2017,10768193,5546916.0,61341.0,Sexual assault,Convicted person,,
Greece,2018,10741165,5531125.0,58919.0,Intentional homicide,Suspected person,90.0,1.7
Greece,2018,10741165,5531125.0,58919.0,Intentional homicide,Prosecuted person,,
Greece,2018,10741165,5531125.0,58919.0,Intentional homicide,Convicted person,,
Greece,2018,10741165,5531125.0,58919.0,Rape,Suspected person,219.0,4.2
Greece,2018,10741165,5531125.0,58919.0,Rape,Prosecuted person,,
Greece,2018,10741165,5531125.0,58919.0,Rape,Convicted person,,
Greece,2018,10741165,5531125.0,58919.0,Sexual assault,Suspected person,,
Greece,2018,10741165,5531125.0,58919.0,Sexual assault,Prosecuted person,,
Greece,2018,10741165,5531125.0,58919.0,Sexual assault,Convicted person,,
Greece,2019,10724599,5516306.0,61887.0,Intentional homicide,Suspected person,85.0,1.6
Greece,2019,10724599,5516306.0,61887.0,Intentional homicide,Prosecuted person,,
Greece,2019,10724599,5516306.0,61887.0,Intentional homicide,Convicted person,,
Greece,2019,10724599,5516306.0,61887.0,Rape,Suspected person,187.0,3.6
Greece,2019,10724599,5516306.0,61887.0,Rape,Prosecuted person,,
Greece,2019,10724599,5516306.0,61887.0,Rape,Convicted person,,
Greece,2019,10724599,5516306.0,61887.0,Sexual assault,Suspected person,,
Greece,2019,10724599,5516306.0,61887.0,Sexual assault,Prosecuted person,,
Greece,2019,10724599,5516306.0,61887.0,Sexual assault,Convicted person,,
Greece,2020,10718565,5503077.0,64488.0,Intentional homicide,Suspected person,,
Greece,2020,10718565,5503077.0,64488.0,Intentional homicide,Prosecuted person,,
Greece,2020,10718565,5503077.0,64488.0,Intentional homicide,Convicted person,,
Greece,2020,10718565,5503077.0,64488.0,Rape,Suspected person,162.0,3.1
Greece,2020,10718565,5503077.0,64488.0,Rape,Prosecuted person,,
Greece,2020,10718565,5503077.0,64488.0,Rape,Convicted person,,
Greece,2020,10718565,5503077.0,64488.0,Sexual assault,Suspected person,,
Greece,2020,10718565,5503077.0,64488.0,Sexual assault,Prosecuted person,,
Greece,2020,10718565,5503077.0,64488.0,Sexual assault,Convicted person,,
Hungary,2012,9931925,5207259.0,65936.0,Intentional homicide,Suspected person,114.0,2.4
Hungary,2012,9931925,5207259.0,65936.0,Intentional homicide,Prosecuted person,193.0,4.1
Hungary,2012,9931925,5207259.0,65936.0,Intentional homicide,Convicted person,124.0,2.6
Hungary,2012,9931925,5207259.0,65936.0,Rape,Suspected person,250.0,5.3
Hungary,2012,9931925,5207259.0,65936.0,Rape,Prosecuted person,92.0,1.9
Hungary,2012,9931925,5207259.0,65936.0,Rape,Convicted person,84.0,1.8
Hungary,2012,9931925,5207259.0,65936.0,Sexual assault,Suspected person,461.0,9.8
Hungary,2012,9931925,5207259.0,65936.0,Sexual assault,Prosecuted person,215.0,4.6
Hungary,2012,9931925,5207259.0,65936.0,Sexual assault,Convicted person,255.0,5.4
Hungary,2013,9908798,5192845.0,64884.0,Intentional homicide,Suspected person,148.0,3.1
Hungary,2013,9908798,5192845.0,64884.0,Intentional homicide,Prosecuted person,222.0,4.7
Hungary,2013,9908798,5192845.0,64884.0,Intentional homicide,Convicted person,101.0,2.1
Hungary,2013,9908798,5192845.0,64884.0,Rape,Suspected person,249.0,5.3
Hungary,2013,9908798,5192845.0,64884.0,Rape,Prosecuted person,89.0,1.9
Hungary,2013,9908798,5192845.0,64884.0,Rape,Convicted person,174.0,3.7
Hungary,2013,9908798,5192845.0,64884.0,Sexual assault,Suspected person,439.0,9.3
Hungary,2013,9908798,5192845.0,64884.0,Sexual assault,Prosecuted person,212.0,4.5
Hungary,2013,9908798,5192845.0,64884.0,Sexual assault,Convicted person,208.0,4.4
Hungary,2014,9877365,5173974.0,64316.0,Intentional homicide,Suspected person,109.0,2.3
Hungary,2014,9877365,5173974.0,64316.0,Intentional homicide,Prosecuted person,186.0,4.0
Hungary,2014,9877365,5173974.0,64316.0,Intentional homicide,Convicted person,125.0,2.7
Hungary,2014,9877365,5173974.0,64316.0,Rape,Suspected person,255.0,5.4
Hungary,2014,9877365,5173974.0,64316.0,Rape,Prosecuted person,174.0,3.7
Hungary,2014,9877365,5173974.0,64316.0,Rape,Convicted person,93.0,2.0
Hungary,2014,9877365,5173974.0,64316.0,Sexual assault,Suspected person,202.0,4.3
Hungary,2014,9877365,5173974.0,64316.0,Sexual assault,Prosecuted person,136.0,2.9
Hungary,2014,9877365,5173974.0,64316.0,Sexual assault,Convicted person,53.0,1.1
Hungary,2015,9855571,5159792.0,68152.0,Intentional homicide,Suspected person,99.0,2.1
Hungary,2015,9855571,5159792.0,68152.0,Intentional homicide,Prosecuted person,154.0,3.3
Hungary,2015,9855571,5159792.0,68152.0,Intentional homicide,Convicted person,65.0,1.4
Hungary,2015,9855571,5159792.0,68152.0,Rape,Suspected person,361.0,7.7
Hungary,2015,9855571,5159792.0,68152.0,Rape,Prosecuted person,227.0,4.8
Hungary,2015,9855571,5159792.0,68152.0,Rape,Convicted person,152.0,3.2
Hungary,2015,9855571,5159792.0,68152.0,Sexual assault,Suspected person,163.0,3.5
Hungary,2015,9855571,5159792.0,68152.0,Sexual assault,Prosecuted person,126.0,2.7
Hungary,2015,9855571,5159792.0,68152.0,Sexual assault,Convicted person,64.0,1.4
Hungary,2016,9830485,5141966.0,64395.0,Intentional homicide,Suspected person,83.0,1.8
Hungary,2016,9830485,5141966.0,64395.0,Intentional homicide,Prosecuted person,70.0,1.5
Hungary,2016,9830485,5141966.0,64395.0,Intentional homicide,Convicted person,92.0,2.0
Hungary,2016,9830485,5141966.0,64395.0,Rape,Suspected person,393.0,8.4
Hungary,2016,9830485,5141966.0,64395.0,Rape,Prosecuted person,331.0,7.1
Hungary,2016,9830485,5141966.0,64395.0,Rape,Convicted person,223.0,4.8
Hungary,2016,9830485,5141966.0,64395.0,Sexual assault,Suspected person,,
Hungary,2016,9830485,5141966.0,64395.0,Sexual assault,Prosecuted person,,
Hungary,2016,9830485,5141966.0,64395.0,Sexual assault,Convicted person,76.0,1.6
Hungary,2017,9797561,5122270.0,67649.0,Intentional homicide,Suspected person,77.0,1.6
Hungary,2017,9797561,5122270.0,67649.0,Intentional homicide,Prosecuted person,70.0,1.5
Hungary,2017,9797561,5122270.0,67649.0,Intentional homicide,Convicted person,67.0,1.4
Hungary,2017,9797561,5122270.0,67649.0,Rape,Suspected person,338.0,7.2
Hungary,2017,9797561,5122270.0,67649.0,Rape,Prosecuted person,287.0,6.1
Hungary,2017,9797561,5122270.0,67649.0,Rape,Convicted person,218.0,4.7
Hungary,2017,9797561,5122270.0,67649.0,Sexual assault,Suspected person,,
Hungary,2017,9797561,5122270.0,67649.0,Sexual assault,Prosecuted person,,
Hungary,2017,9797561,5122270.0,67649.0,Sexual assault,Convicted person,63.0,1.3
Hungary,2018,9778371,5106769.0,67029.0,Intentional homicide,Suspected person,44.0,0.9
Hungary,2018,9778371,5106769.0,67029.0,Intentional homicide,Prosecuted person,,
Hungary,2018,9778371,5106769.0,67029.0,Intentional homicide,Convicted person,74.0,1.6
Hungary,2018,9778371,5106769.0,67029.0,Rape,Suspected person,200.0,4.3
Hungary,2018,9778371,5106769.0,67029.0,Rape,Prosecuted person,178.0,3.8
Hungary,2018,9778371,5106769.0,67029.0,Rape,Convicted person,240.0,5.1
Hungary,2018,9778371,5106769.0,67029.0,Sexual assault,Suspected person,,
Hungary,2018,9778371,5106769.0,67029.0,Sexual assault,Prosecuted person,,
Hungary,2018,9778371,5106769.0,67029.0,Sexual assault,Convicted person,70.0,1.5
Hungary,2019,9772756,5096935.0,66617.0,Intentional homicide,Suspected person,48.0,1.0
Hungary,2019,9772756,5096935.0,66617.0,Intentional homicide,Prosecuted person,89.0,1.9
Hungary,2019,9772756,5096935.0,66617.0,Intentional homicide,Convicted person,73.0,1.6
Hungary,2019,9772756,5096935.0,66617.0,Rape,Suspected person,309.0,6.6
Hungary,2019,9772756,5096935.0,66617.0,Rape,Prosecuted person,267.0,5.7
Hungary,2019,9772756,5096935.0,66617.0,Rape,Convicted person,229.0,4.9
Hungary,2019,9772756,5096935.0,66617.0,Sexual assault,Suspected person,,
Hungary,2019,9772756,5096935.0,66617.0,Sexual assault,Prosecuted person,,
Hungary,2019,9772756,5096935.0,66617.0,Sexual assault,Convicted person,66.0,1.4
Hungary,2020,9769526,5088736.0,73481.0,Intentional homicide,Suspected person,76.0,1.6
Hungary,2020,9769526,5088736.0,73481.0,Intentional homicide,Prosecuted person,155.0,3.3
Hungary,2020,9769526,5088736.0,73481.0,Intentional homicide,Convicted person,42.0,0.9
Hungary,2020,9769526,5088736.0,73481.0,Rape,Suspected person,441.0,9.4
Hungary,2020,9769526,5088736.0,73481.0,Rape,Prosecuted person,394.0,8.4
Hungary,2020,9769526,5088736.0,73481.0,Rape,Convicted person,216.0,4.6
Hungary,2020,9769526,5088736.0,73481.0,Sexual assault,Suspected person,,
Hungary,2020,9769526,5088736.0,73481.0,Sexual assault,Prosecuted person,,
Hungary,2020,9769526,5088736.0,73481.0,Sexual assault,Convicted person,,
Ireland,2012,4589287,2315288.0,14241.0,Intentional homicide,Suspected person,,
Ireland,2012,4589287,2315288.0,14241.0,Intentional homicide,Prosecuted person,,
Ireland,2012,4589287,2315288.0,14241.0,Intentional homicide,Convicted person,,
Ireland,2012,4589287,2315288.0,14241.0,Rape,Suspected person,,
Ireland,2012,4589287,2315288.0,14241.0,Rape,Prosecuted person,,
Ireland,2012,4589287,2315288.0,14241.0,Rape,Convicted person,,
Ireland,2012,4589287,2315288.0,14241.0,Sexual assault,Suspected person,,
Ireland,2012,4589287,2315288.0,14241.0,Sexual assault,Prosecuted person,,
