Country,Year,Population,female_population,Female deaths,ICSS CRIME,LEGAL STATUS OF PERPETRATOR,Value,per_100k
Croatia,2019,4076246,2103674.0,26692.0,Rape,Prosecuted person,180.0,9.1
Croatia,2019,4076246,2103674.0,26692.0,Rape,Convicted person,81.0,4.1
Croatia,2019,4076246,2103674.0,26692.0,Sexual assault,Suspected person,142.0,7.2
Croatia,2019,4076246,2103674.0,26692.0,Sexual assault,Prosecuted person,93.0,4.7
Croatia,2019,4076246,2103674.0,26692.0,Sexual assault,Convicted person,29.0,1.5
Croatia,2020,4058165,2086515.0,29164.0,Intentional homicide,Suspected person,31.0,1.6
Croatia,2020,4058165,2086515.0,29164.0,Intentional homicide,Prosecuted person,106.0,5.4
Croatia,2020,4058165,2086515.0,29164.0,Intentional homicide,Convicted person,51.0,2.6
Croatia,2020,4058165,2086515.0,29164.0,Rape,Suspected person,133.0,6.7
Croatia,2020,4058165,2086515.0,29164.0,Rape,Prosecuted person,195.0,9.9
Croatia,2020,4058165,2086515.0,29164.0,Rape,Convicted person,85.0,4.3
Croatia,2020,4058165,2086515.0,29164.0,Sexual assault,Suspected person,133.0,6.7
Croatia,2020,4058165,2086515.0,29164.0,Sexual assault,Prosecuted person,97.0,4.9
Croatia,2020,4058165,2086515.0,29164.0,Sexual assault,Convicted person,29.0,1.5
Cyprus,2012,862011,443018.0,2668.0,Intentional homicide,Suspected person,,
Cyprus,2012,862011,443018.0,2668.0,Intentional homicide,Prosecuted person,11.0,2.6
Cyprus,2012,862011,443018.0,2668.0,Intentional homicide,Convicted person,8.0,1.9
Cyprus,2012,862011,443018.0,2668.0,Rape,Suspected person,,
Cyprus,2012,862011,443018.0,2668.0,Rape,Prosecuted person,25.0,6.0
Cyprus,2012,862011,443018.0,2668.0,Rape,Convicted person,15.0,3.6
Cyprus,2012,862011,443018.0,2668.0,Sexual assault,Suspected person,,
Cyprus,2012,862011,443018.0,2668.0,Sexual assault,Prosecuted person,60.0,14.3
Cyprus,2012,862011,443018.0,2668.0,Sexual assault,Convicted person,120.0,28.6
Cyprus,2013,865878,444842.0,2373.0,Intentional homicide,Suspected person,,
Cyprus,2013,865878,444842.0,2373.0,Intentional homicide,Prosecuted person,23.0,5.5
Cyprus,2013,865878,444842.0,2373.0,Intentional homicide,Convicted person,18.0,4.3
Cyprus,2013,865878,444842.0,2373.0,Rape,Suspected person,,
Cyprus,2013,865878,444842.0,2373.0,Rape,Prosecuted person,19.0,4.5
Cyprus,2013,865878,444842.0,2373.0,Rape,Convicted person,10.0,2.4
Cyprus,2013,865878,444842.0,2373.0,Sexual assault,Suspected person,,
Cyprus,2013,865878,444842.0,2373.0,Sexual assault,Prosecuted person,47.0,11.2
Cyprus,2013,865878,444842.0,2373.0,Sexual assault,Convicted person,118.0,28.0
Cyprus,2014,858000,440462.0,2609.0,Intentional homicide,Suspected person,,
Cyprus,2014,858000,440462.0,2609.0,Intentional homicide,Prosecuted person,9.0,2.2
Cyprus,2014,858000,440462.0,2609.0,Intentional homicide,Convicted person,6.0,1.4
Cyprus,2014,858000,440462.0,2609.0,Rape,Suspected person,,
Cyprus,2014,858000,440462.0,2609.0,Rape,Prosecuted person,14.0,3.4
Cyprus,2014,858000,440462.0,2609.0,Rape,Convicted person,9.0,2.2
Cyprus,2014,858000,440462.0,2609.0,Sexual assault,Suspected person,,
Cyprus,2014,858000,440462.0,2609.0,Sexual assault,Prosecuted person,49.0,11.7
Cyprus,2014,858000,440462.0,2609.0,Sexual assault,Convicted person,31.0,7.4
Cyprus,2015,847008,435183.0,2839.0,Intentional homicide,Suspected person,,
Cyprus,2015,847008,435183.0,2839.0,Intentional homicide,Prosecuted person,3.0,0.7
Cyprus,2015,847008,435183.0,2839.0,Intentional homicide,Convicted person,3.0,0.7
Cyprus,2015,847008,435183.0,2839.0,Rape,Suspected person,,
Cyprus,2015,847008,435183.0,2839.0,Rape,Prosecuted person,19.0,4.6
Cyprus,2015,847008,435183.0,2839.0,Rape,Convicted person,9.0,2.2
Cyprus,2015,847008,435183.0,2839.0,Sexual assault,Suspected person,,
Cyprus,2015,847008,435183.0,2839.0,Sexual assault,Prosecuted person,43.0,10.4
Cyprus,2015,847008,435183.0,2839.0,Sexual assault,Convicted person,43.0,10.4
Cyprus,2016,848319,435627.0,2561.0,Intentional homicide,Suspected person,8.0,1.9
Cyprus,2016,848319,435627.0,2561.0,Intentional homicide,Prosecuted person,6.0,1.5
Cyprus,2016,848319,435627.0,2561.0,Intentional homicide,Convicted person,6.0,1.5
Cyprus,2016,848319,435627.0,2561.0,Rape,Suspected person,22.0,5.3
Cyprus,2016,848319,435627.0,2561.0,Rape,Prosecuted person,23.0,5.6
Cyprus,2016,848319,435627.0,2561.0,Rape,Convicted person,19.0,4.6
Cyprus,2016,848319,435627.0,2561.0,Sexual assault,Suspected person,2.0,0.5
Cyprus,2016,848319,435627.0,2561.0,Sexual assault,Prosecuted person,54.0,13.1
Cyprus,2016,848319,435627.0,2561.0,Sexual assault,Convicted person,25.0,6.1
Cyprus,2017,854802,438139.0,2910.0,Intentional homicide,Suspected person,7.0,1.7
Cyprus,2017,854802,438139.0,2910.0,Intentional homicide,Prosecuted person,17.0,4.1
Cyprus,2017,854802,438139.0,2910.0,Intentional homicide,Convicted person,13.0,3.1
Cyprus,2017,854802,438139.0,2910.0,Rape,Suspected person,16.0,3.8
Cyprus,2017,854802,438139.0,2910.0,Rape,Prosecuted person,18.0,4.3
Cyprus,2017,854802,438139.0,2910.0,Rape,Convicted person,10.0,2.4
Cyprus,2017,854802,438139.0,2910.0,Sexual assault,Suspected person,1.0,0.2
Cyprus,2017,854802,438139.0,2910.0,Sexual assault,Prosecuted person,23.0,5.5
Cyprus,2017,854802,438139.0,2910.0,Sexual assault,Convicted person,11.0,2.6
Cyprus,2018,864236,442728.0,2792.0,Intentional homicide,Suspected person,9.0,2.1
Cyprus,2018,864236,442728.0,2792.0,Intentional homicide,Prosecuted person,2.0,0.5
Cyprus,2018,864236,442728.0,2792.0,Intentional homicide,Convicted person,2.0,0.5
Cyprus,2018,864236,442728.0,2792.0,Rape,Suspected person,26.0,6.2
Cyprus,2018,864236,442728.0,2792.0,Rape,Prosecuted person,17.0,4.0
Cyprus,2018,864236,442728.0,2792.0,Rape,Convicted person,10.0,2.4
Cyprus,2018,864236,442728.0,2792.0,Sexual assault,Suspected person,1.0,0.2
Cyprus,2018,864236,442728.0,2792.0,Sexual assault,Prosecuted person,33.0,7.8
Cyprus,2018,864236,442728.0,2792.0,Sexual assault,Convicted person,22.0,5.2
Cyprus,2019,875899,448068.0,2985.0,Intentional homicide,Suspected person,5.0,1.2
Cyprus,2019,875899,448068.0,2985.0,Intentional homicide,Prosecuted person,7.0,1.6
Cyprus,2019,875899,448068.0,2985.0,Intentional homicide,Convicted person,7.0,1.6
Cyprus,2019,875899,448068.0,2985.0,Rape,Suspected person,23.0,5.4
Cyprus,2019,875899,448068.0,2985.0,Rape,Prosecuted person,16.0,3.7
Cyprus,2019,875899,448068.0,2985.0,Rape,Convicted person,5.0,1.2
Cyprus,2019,875899,448068.0,2985.0,Sexual assault,Suspected person,1.0,0.2
Cyprus,2019,875899,448068.0,2985.0,Sexual assault,Prosecuted person,49.0,11.5
Cyprus,2019,875899,448068.0,2985.0,Sexual assault,Convicted person,25.0,5.8
Cyprus,2020,888005,453534.0,3083.0,Intentional homicide,Suspected person,11.0,2.5
Cyprus,2020,888005,453534.0,3083.0,Intentional homicide,Prosecuted person,,
Cyprus,2020,888005,453534.0,3083.0,Intentional homicide,Convicted person,,
Cyprus,2020,888005,453534.0,3083.0,Rape,Suspected person,23.0,5.3
Cyprus,2020,888005,453534.0,3083.0,Rape,Prosecuted person,,
Cyprus,2020,888005,453534.0,3083.0,Rape,Convicted person,,
Cyprus,2020,888005,453534.0,3083.0,Sexual assault,Suspected person,2.0,0.5
Cyprus,2020,888005,453534.0,3083.0,Sexual assault,Prosecuted person,,
Cyprus,2020,888005,453534.0,3083.0,Sexual assault,Convicted person,,
Denmark,2012,5580516,2813740.0,26349.0,Intentional homicide,Suspected person,,
Denmark,2012,5580516,2813740.0,26349.0,Intentional homicide,Prosecuted person,37.0,1.3
Denmark,2012,5580516,2813740.0,26349.0,Intentional homicide,Convicted person,31.0,1.1
Denmark,2012,5580516,2813740.0,26349.0,Rape,Suspected person,,
Denmark,2012,5580516,2813740.0,26349.0,Rape,Prosecuted person,284.0,10.3
Denmark,2012,5580516,2813740.0,26349.0,Rape,Convicted person,225.0,8.1
Denmark,2012,5580516,2813740.0,26349.0,Sexual assault,Suspected person,,
Denmark,2012,5580516,2813740.0,26349.0,Sexual assault,Prosecuted person,309.0,11.2
Denmark,2012,5580516,2813740.0,26349.0,Sexual assault,Convicted person,197.0,7.1
Denmark,2013,5602628,2823776.0,26264.0,Intentional homicide,Suspected person,,
Denmark,2013,5602628,2823776.0,26264.0,Intentional homicide,Prosecuted person,23.0,0.8
Denmark,2013,5602628,2823776.0,26264.0,Intentional homicide,Convicted person,20.0,0.7
Denmark,2013,5602628,2823776.0,26264.0,Rape,Suspected person,,
Denmark,2013,5602628,2823776.0,26264.0,Rape,Prosecuted person,267.0,9.6
Denmark,2013,5602628,2823776.0,26264.0,Rape,Convicted person,207.0,7.4
Denmark,2013,5602628,2823776.0,26264.0,Sexual assault,Suspected person,,
Denmark,2013,5602628,2823776.0,26264.0,Sexual assault,Prosecuted person,235.0,8.5
Denmark,2013,5602628,2823776.0,26264.0,Sexual assault,Convicted person,212.0,7.6
Denmark,2014,5627235,2834956.0,25577.0,Intentional homicide,Suspected person,,
Denmark,2014,5627235,2834956.0,25577.0,Intentional homicide,Prosecuted person,25.0,0.9
Denmark,2014,5627235,2834956.0,25577.0,Intentional homicide,Convicted person,19.0,0.7
Denmark,2014,5627235,2834956.0,25577.0,Rape,Suspected person,,
Denmark,2014,5627235,2834956.0,25577.0,Rape,Prosecuted person,266.0,9.5
Denmark,2014,5627235,2834956.0,25577.0,Rape,Convicted person,182.0,6.5
Denmark,2014,5627235,2834956.0,25577.0,Sexual assault,Suspected person,,
Denmark,2014,5627235,2834956.0,25577.0,Sexual assault,Prosecuted person,326.0,11.7
Denmark,2014,5627235,2834956.0,25577.0,Sexual assault,Convicted person,273.0,9.8
Denmark,2015,5659715,2848701.0,26216.0,Intentional homicide,Suspected person,50.0,1.8
Denmark,2015,5659715,2848701.0,26216.0,Intentional homicide,Prosecuted person,34.0,1.2
Denmark,2015,5659715,2848701.0,26216.0,Intentional homicide,Convicted person,33.0,1.2
Denmark,2015,5659715,2848701.0,26216.0,Rape,Suspected person,258.0,9.2
Denmark,2015,5659715,2848701.0,26216.0,Rape,Prosecuted person,279.0,9.9
Denmark,2015,5659715,2848701.0,26216.0,Rape,Convicted person,197.0,7.0
Denmark,2015,5659715,2848701.0,26216.0,Sexual assault,Suspected person,120.0,4.3
Denmark,2015,5659715,2848701.0,26216.0,Sexual assault,Prosecuted person,350.0,12.5
Denmark,2015,5659715,2848701.0,26216.0,Sexual assault,Convicted person,298.0,10.6
Denmark,2016,5707251,2869364.0,26355.0,Intentional homicide,Suspected person,40.0,1.4
Denmark,2016,5707251,2869364.0,26355.0,Intentional homicide,Prosecuted person,27.0,1.0
Denmark,2016,5707251,2869364.0,26355.0,Intentional homicide,Convicted person,16.0,0.6
Denmark,2016,5707251,2869364.0,26355.0,Rape,Suspected person,345.0,12.2
Denmark,2016,5707251,2869364.0,26355.0,Rape,Prosecuted person,290.0,10.2
Denmark,2016,5707251,2869364.0,26355.0,Rape,Convicted person,226.0,8.0
Denmark,2016,5707251,2869364.0,26355.0,Sexual assault,Suspected person,134.0,4.7
Denmark,2016,5707251,2869364.0,26355.0,Sexual assault,Prosecuted person,364.0,12.8
Denmark,2016,5707251,2869364.0,26355.0,Sexual assault,Convicted person,298.0,10.5
Denmark,2017,5748769,2888591.0,26366.0,Intentional homicide,Suspected person,67.0,2.3
Denmark,2017,5748769,2888591.0,26366.0,Intentional homicide,Prosecuted person,32.0,1.1
Denmark,2017,5748769,2888591.0,26366.0,Intentional homicide,Convicted person,30.0,1.0
Denmark,2017,5748769,2888591.0,26366.0,Rape,Suspected person,411.0,14.4
Denmark,2017,5748769,2888591.0,26366.0,Rape,Prosecuted person,313.0,10.9
Denmark,2017,5748769,2888591.0,26366.0,Rape,Convicted person,223.0,7.8
Denmark,2017,5748769,2888591.0,26366.0,Sexual assault,Suspected person,144.0,5.0
Denmark,2017,5748769,2888591.0,26366.0,Sexual assault,Prosecuted person,436.0,15.2
Denmark,2017,5748769,2888591.0,26366.0,Sexual assault,Convicted person,307.0,10.7
Denmark,2018,5781190,2904717.0,27181.0,Intentional homicide,Suspected person,66.0,2.3
Denmark,2018,5781190,2904717.0,27181.0,Intentional homicide,Prosecuted person,29.0,1.0
Denmark,2018,5781190,2904717.0,27181.0,Intentional homicide,Convicted person,28.0,1.0
Denmark,2018,5781190,2904717.0,27181.0,Rape,Suspected person,438.0,15.2
Denmark,2018,5781190,2904717.0,27181.0,Rape,Prosecuted person,347.0,12.1
Denmark,2018,5781190,2904717.0,27181.0,Rape,Convicted person,211.0,7.3
Denmark,2018,5781190,2904717.0,27181.0,Sexual assault,Suspected person,157.0,5.5
Denmark,2018,5781190,2904717.0,27181.0,Sexual assault,Prosecuted person,464.0,16.1
Denmark,2018,5781190,2904717.0,27181.0,Sexual assault,Convicted person,367.0,12.8
Denmark,2019,5806081,2917008.0,26410.0,Intentional homicide,Suspected person,75.0,2.6
Denmark,2019,5806081,2917008.0,26410.0,Intentional homicide,Prosecuted person,35.0,1.2
Denmark,2019,5806081,2917008.0,26410.0,Intentional homicide,Convicted person,22.0,0.8
Denmark,2019,5806081,2917008.0,26410.0,Rape,Suspected person,453.0,15.7
Denmark,2019,5806081,2917008.0,26410.0,Rape,Prosecuted person,343.0,11.9
Denmark,2019,5806081,2917008.0,26410.0,Rape,Convicted person,251.0,8.7
Denmark,2019,5806081,2917008.0,26410.0,Sexual assault,Suspected person,196.0,6.8
Denmark,2019,5806081,2917008.0,26410.0,Sexual assault,Prosecuted person,769.0,26.6
Denmark,2019,5806081,2917008.0,26410.0,Sexual assault,Convicted person,605.0,20.9
Denmark,2020,5822763,2925845.0,,Intentional homicide,Suspected person,123.0,4.2
Denmark,2020,5822763,2925845.0,,Intentional homicide,Prosecuted person,41.0,1.4
Denmark,2020,5822763,2925845.0,,Intentional homicide,Convicted person,37.0,1.3
Denmark,2020,5822763,2925845.0,,Rape,Suspected person,469.0,16.2
Denmark,2020,5822763,2925845.0,,Rape,Prosecuted person,352.0,12.2
Denmark,2020,5822763,2925845.0,,Rape,Convicted person,265.0,9.1
Denmark,2020,5822763,2925845.0,,Sexual assault,Suspected person,190.0,6.6
Denmark,2020,5822763,2925845.0,,Sexual assault,Prosecuted person,618.0,21.3
Denmark,2020,5822763,2925845.0,,Sexual assault,Convicted person,499.0,17.2
Estonia,2012,1325217,707079.0,7854.0,Intentional homicide,Suspected person,,
Estonia,2012,1325217,707079.0,7854.0,Intentional homicide,Prosecuted person,,
Estonia,2012,1325217,707079.0,7854.0,Intentional homicide,Convicted person,56.0,9.1
Estonia,2012,1325217,707079.0,7854.0,Rape,Suspected person,,
Estonia,2012,1325217,707079.0,7854.0,Rape,Prosecuted person,,
Estonia,2012,1325217,707079.0,7854.0,Rape,Convicted person,29.0,4.7
Estonia,2012,1325217,707079.0,7854.0,Sexual assault,Suspected person,,
Estonia,2012,1325217,707079.0,7854.0,Sexual assault,Prosecuted person,,
Estonia,2012,1325217,707079.0,7854.0,Sexual assault,Convicted person,21.0,3.4
Estonia,2013,1320174,704007.0,8050.0,Intentional homicide,Suspected person,,
Estonia,2013,1320174,704007.0,8050.0,Intentional homicide,Prosecuted person,,
Estonia,2013,1320174,704007.0,8050.0,Intentional homicide,Convicted person,61.0,9.9
Estonia,2013,1320174,704007.0,8050.0,Rape,Suspected person,,
Estonia,2013,1320174,704007.0,8050.0,Rape,Prosecuted person,,
Estonia,2013,1320174,704007.0,8050.0,Rape,Convicted person,33.0,5.4
Estonia,2013,1320174,704007.0,8050.0,Sexual assault,Suspected person,,
Estonia,2013,1320174,704007.0,8050.0,Sexual assault,Prosecuted person,,
Estonia,2013,1320174,704007.0,8050.0,Sexual assault,Convicted person,33.0,5.4
Estonia,2014,1315819,700900.0,8011.0,Intentional homicide,Suspected person,,
Estonia,2014,1315819,700900.0,8011.0,Intentional homicide,Prosecuted person,,
Estonia,2014,1315819,700900.0,8011.0,Intentional homicide,Convicted person,28.0,4.6
Estonia,2014,1315819,700900.0,8011.0,Rape,Suspected person,,
Estonia,2014,1315819,700900.0,8011.0,Rape,Prosecuted person,,
Estonia,2014,1315819,700900.0,8011.0,Rape,Convicted person,22.0,3.6
Estonia,2014,1315819,700900.0,8011.0,Sexual assault,Suspected person,,
Estonia,2014,1315819,700900.0,8011.0,Sexual assault,Prosecuted person,,
Estonia,2014,1315819,700900.0,8011.0,Sexual assault,Convicted person,10.0,1.6
Estonia,2015,1314870,700166.0,8060.0,Intentional homicide,Suspected person,,
Estonia,2015,1314870,700166.0,8060.0,Intentional homicide,Prosecuted person,,
Estonia,2015,1314870,700166.0,8060.0,Intentional homicide,Convicted person,32.0,5.2
Estonia,2015,1314870,700166.0,8060.0,Rape,Suspected person,,
Estonia,2015,1314870,700166.0,8060.0,Rape,Prosecuted person,,
Estonia,2015,1314870,700166.0,8060.0,Rape,Convicted person,46.0,7.5
Estonia,2015,1314870,700166.0,8060.0,Sexual assault,Suspected person,,
Estonia,2015,1314870,700166.0,8060.0,Sexual assault,Prosecuted person,37.0,6.0
Estonia,2015,1314870,700166.0,8060.0,Sexual assault,Convicted person,33.0,5.4
Estonia,2016,1315944,699236.0,8007.0,Intentional homicide,Suspected person,,
Estonia,2016,1315944,699236.0,8007.0,Intentional homicide,Prosecuted person,,
Estonia,2016,1315944,699236.0,8007.0,Intentional homicide,Convicted person,34.0,5.5
Estonia,2016,1315944,699236.0,8007.0,Rape,Suspected person,,
Estonia,2016,1315944,699236.0,8007.0,Rape,Prosecuted person,,
Estonia,2016,1315944,699236.0,8007.0,Rape,Convicted person,33.0,5.4
Estonia,2016,1315944,699236.0,8007.0,Sexual assault,Suspected person,,
Estonia,2016,1315944,699236.0,8007.0,Sexual assault,Prosecuted person,35.0,5.7
Estonia,2016,1315944,699236.0,8007.0,Sexual assault,Convicted person,11.0,1.8
Estonia,2017,1315635,698097.0,8158.0,Intentional homicide,Suspected person,,
Estonia,2017,1315635,698097.0,8158.0,Intentional homicide,Prosecuted person,,
Estonia,2017,1315635,698097.0,8158.0,Intentional homicide,Convicted person,22.0,3.6
Estonia,2017,1315635,698097.0,8158.0,Rape,Suspected person,,
Estonia,2017,1315635,698097.0,8158.0,Rape,Prosecuted person,,
Estonia,2017,1315635,698097.0,8158.0,Rape,Convicted person,27.0,4.4
Estonia,2017,1315635,698097.0,8158.0,Sexual assault,Suspected person,,
Estonia,2017,1315635,698097.0,8158.0,Sexual assault,Prosecuted person,46.0,7.4
Estonia,2017,1315635,698097.0,8158.0,Sexual assault,Convicted person,35.0,5.7
Estonia,2018,1319133,698049.0,8269.0,Intentional homicide,Suspected person,,
Estonia,2018,1319133,698049.0,8269.0,Intentional homicide,Prosecuted person,36.0,5.8
Estonia,2018,1319133,698049.0,8269.0,Intentional homicide,Convicted person,26.0,4.2
Estonia,2018,1319133,698049.0,8269.0,Rape,Suspected person,,
Estonia,2018,1319133,698049.0,8269.0,Rape,Prosecuted person,45.0,7.2
Estonia,2018,1319133,698049.0,8269.0,Rape,Convicted person,39.0,6.3
Estonia,2018,1319133,698049.0,8269.0,Sexual assault,Suspected person,,
Estonia,2018,1319133,698049.0,8269.0,Sexual assault,Prosecuted person,31.0,5.0
Estonia,2018,1319133,698049.0,8269.0,Sexual assault,Convicted person,37.0,6.0
Estonia,2019,1324820,699185.0,8068.0,Intentional homicide,Suspected person,,
Estonia,2019,1324820,699185.0,8068.0,Intentional homicide,Prosecuted person,33.0,5.3
Estonia,2019,1324820,699185.0,8068.0,Intentional homicide,Convicted person,34.0,5.4
Estonia,2019,1324820,699185.0,8068.0,Rape,Suspected person,,
Estonia,2019,1324820,699185.0,8068.0,Rape,Prosecuted person,59.0,9.4
Estonia,2019,1324820,699185.0,8068.0,Rape,Convicted person,44.0,7.0
Estonia,2019,1324820,699185.0,8068.0,Sexual assault,Suspected person,,
Estonia,2019,1324820,699185.0,8068.0,Sexual assault,Prosecuted person,27.0,4.3
Estonia,2019,1324820,699185.0,8068.0,Sexual assault,Convicted person,21.0,3.4
Estonia,2020,1328976,699699.0,,Intentional homicide,Suspected person,,
Estonia,2020,1328976,699699.0,,Intentional homicide,Prosecuted person,39.0,6.2
Estonia,2020,1328976,699699.0,,Intentional homicide,Convicted person,27.0,4.3
Estonia,2020,1328976,699699.0,,Rape,Suspected person,,
Estonia,2020,1328976,699699.0,,Rape,Prosecuted person,46.0,7.3
Estonia,2020,1328976,699699.0,,Rape,Convicted person,46.0,7.3
Estonia,2020,1328976,699699.0,,Sexual assault,Suspected person,,
Estonia,2020,1328976,699699.0,,Sexual assault,Prosecuted person,38.0,6.0
Estonia,2020,1328976,699699.0,,Sexual assault,Convicted person,32.0,5.1
Finland,2012,5401267,2748733.0,26084.0,Intentional homicide,Suspected person,92.0,3.5
Finland,2012,5401267,2748733.0,26084.0,Intentional homicide,Prosecuted person,64.0,2.4
Finland,2012,5401267,2748733.0,26084.0,Intentional homicide,Convicted person,64.0,2.4
Finland,2012,5401267,2748733.0,26084.0,Rape,Suspected person,752.0,28.4
Finland,2012,5401267,2748733.0,26084.0,Rape,Prosecuted person,251.0,9.5
Finland,2012,5401267,2748733.0,26084.0,Rape,Convicted person,188.0,7.1
Finland,2012,5401267,2748733.0,26084.0,Sexual assault,Suspected person,1844.0,69.5
Finland,2012,5401267,2748733.0,26084.0,Sexual assault,Prosecuted person,440.0,16.6
Finland,2012,5401267,2748733.0,26084.0,Sexual assault,Convicted person,354.0,13.3
Finland,2013,5426674,2760052.0,25841.0,Intentional homicide,Suspected person,100.0,3.8
Finland,2013,5426674,2760052.0,25841.0,Intentional homicide,Prosecuted person,56.0,2.1
Finland,2013,5426674,2760052.0,25841.0,Intentional homicide,Convicted person,53.0,2.0
Finland,2013,5426674,2760052.0,25841.0,Rape,Suspected person,796.0,29.9
Finland,2013,5426674,2760052.0,25841.0,Rape,Prosecuted person,182.0,6.8
Finland,2013,5426674,2760052.0,25841.0,Rape,Convicted person,147.0,5.5
Finland,2013,5426674,2760052.0,25841.0,Sexual assault,Suspected person,1275.0,47.8
Finland,2013,5426674,2760052.0,25841.0,Sexual assault,Prosecuted person,399.0,15.0
Finland,2013,5426674,2760052.0,25841.0,Sexual assault,Convicted person,330.0,12.4
Finland,2014,5451270,2770906.0,26438.0,Intentional homicide,Suspected person,84.0,3.1
Finland,2014,5451270,2770906.0,26438.0,Intentional homicide,Prosecuted person,70.0,2.6
Finland,2014,5451270,2770906.0,26438.0,Intentional homicide,Convicted person,67.0,2.5
Finland,2014,5451270,2770906.0,26438.0,Rape,Suspected person,713.0,26.6
Finland,2014,5451270,2770906.0,26438.0,Rape,Prosecuted person,233.0,8.7
Finland,2014,5451270,2770906.0,26438.0,Rape,Convicted person,145.0,5.4
Finland,2014,5451270,2770906.0,26438.0,Sexual assault,Suspected person,1377.0,51.4
Finland,2014,5451270,2770906.0,26438.0,Sexual assault,Prosecuted person,456.0,17.0
Finland,2014,5451270,2770906.0,26438.0,Sexual assault,Convicted person,388.0,14.5
Finland,2015,5471753,2779890.0,26500.0,Intentional homicide,Suspected person,87.0,3.2
Finland,2015,5471753,2779890.0,26500.0,Intentional homicide,Prosecuted person,49.0,1.8
Finland,2015,5471753,2779890.0,26500.0,Intentional homicide,Convicted person,47.0,1.7
Finland,2015,5471753,2779890.0,26500.0,Rape,Suspected person,808.0,30.0
Finland,2015,5471753,2779890.0,26500.0,Rape,Prosecuted person,210.0,7.8
Finland,2015,5471753,2779890.0,26500.0,Rape,Convicted person,160.0,5.9
Finland,2015,5471753,2779890.0,26500.0,Sexual assault,Suspected person,1295.0,48.1
Finland,2015,5471753,2779890.0,26500.0,Sexual assault,Prosecuted person,430.0,16.0
Finland,2015,5471753,2779890.0,26500.0,Sexual assault,Convicted person,363.0,13.5
Finland,2016,5487308,2785818.0,27001.0,Intentional homicide,Suspected person,84.0,3.1
Finland,2016,5487308,2785818.0,27001.0,Intentional homicide,Prosecuted person,50.0,1.9
Finland,2016,5487308,2785818.0,27001.0,Intentional homicide,Convicted person,50.0,1.9
Finland,2016,5487308,2785818.0,27001.0,Rape,Suspected person,819.0,30.3
Finland,2016,5487308,2785818.0,27001.0,Rape,Prosecuted person,276.0,10.2
Finland,2016,5487308,2785818.0,27001.0,Rape,Convicted person,204.0,7.6
Finland,2016,5487308,2785818.0,27001.0,Sexual assault,Suspected person,1205.0,44.6
Finland,2016,5487308,2785818.0,27001.0,Sexual assault,Prosecuted person,408.0,15.1
Finland,2016,5487308,2785818.0,27001.0,Sexual assault,Convicted person,350.0,13.0
Finland,2017,5503297,2790970.0,26827.0,Intentional homicide,Suspected person,64.0,2.4
Finland,2017,5503297,2790970.0,26827.0,Intentional homicide,Prosecuted person,48.0,1.8
Finland,2017,5503297,2790970.0,26827.0,Intentional homicide,Convicted person,44.0,1.6
Finland,2017,5503297,2790970.0,26827.0,Rape,Suspected person,930.0,34.3
Finland,2017,5503297,2790970.0,26827.0,Rape,Prosecuted person,270.0,10.0
Finland,2017,5503297,2790970.0,26827.0,Rape,Convicted person,183.0,6.7
Finland,2017,5503297,2790970.0,26827.0,Sexual assault,Suspected person,1136.0,41.9
Finland,2017,5503297,2790970.0,26827.0,Sexual assault,Prosecuted person,419.0,15.4
Finland,2017,5503297,2790970.0,26827.0,Sexual assault,Convicted person,351.0,12.9
Finland,2018,5513130,2793999.0,27343.0,Intentional homicide,Suspected person,52.0,1.9
Finland,2018,5513130,2793999.0,27343.0,Intentional homicide,Prosecuted person,37.0,1.4
Finland,2018,5513130,2793999.0,27343.0,Intentional homicide,Convicted person,34.0,1.3
Finland,2018,5513130,2793999.0,27343.0,Rape,Suspected person,787.0,28.9
Finland,2018,5513130,2793999.0,27343.0,Rape,Prosecuted person,248.0,9.1
Finland,2018,5513130,2793999.0,27343.0,Rape,Convicted person,180.0,6.6
Finland,2018,5513130,2793999.0,27343.0,Sexual assault,Suspected person,1100.0,40.5
Finland,2018,5513130,2793999.0,27343.0,Sexual assault,Prosecuted person,397.0,14.6
Finland,2018,5513130,2793999.0,27343.0,Sexual assault,Convicted person,354.0,13.0
Finland,2019,5517919,2794629.0,26867.0,Intentional homicide,Suspected person,86.0,3.2
Finland,2019,5517919,2794629.0,26867.0,Intentional homicide,Prosecuted person,47.0,1.7
Finland,2019,5517919,2794629.0,26867.0,Intentional homicide,Convicted person,46.0,1.7
Finland,2019,5517919,2794629.0,26867.0,Rape,Suspected person,1056.0,38.8
Finland,2019,5517919,2794629.0,26867.0,Rape,Prosecuted person,269.0,9.9
Finland,2019,5517919,2794629.0,26867.0,Rape,Convicted person,187.0,6.9
Finland,2019,5517919,2794629.0,26867.0,Sexual assault,Suspected person,1457.0,53.5
Finland,2019,5517919,2794629.0,26867.0,Sexual assault,Prosecuted person,389.0,14.3
Finland,2019,5517919,2794629.0,26867.0,Sexual assault,Convicted person,329.0,12.1
Finland,2020,5525292,2797030.0,27523.0,Intentional homicide,Suspected person,81.0,3.0
Finland,2020,5525292,2797030.0,27523.0,Intentional homicide,Prosecuted person,52.0,1.9
Finland,2020,5525292,2797030.0,27523.0,Intentional homicide,Convicted person,49.0,1.8
Finland,2020,5525292,2797030.0,27523.0,Rape,Suspected person,1261.0,46.2
